Datetime,Day,Month,Hour,Year,Dual Fuel_Gen_MW,Hydro_Gen_MW,Natural Gas_Gen_MW,Nuclear_Gen_MW,Other Fossil Fuels_Gen_MW,Solar_Gen_MW,Wind_Gen_MW
2022-04-01 20:00:00,1.0,4.0,20.0,2022.0,47521.0,43049.0,36288.0,39587.0,36.0,3108.0,19599.0
2022-04-01 21:00:00,1.0,4.0,21.0,2022.0,44456.0,42991.0,35674.0,39819.0,36.0,3122.0,19556.0
2022-04-01 22:00:00,1.0,4.0,22.0,2022.0,36214.0,44684.0,33792.0,40028.0,36.0,3066.0,18579.0
2022-04-01 23:00:00,1.0,4.0,23.0,2022.0,38474.0,45334.0,39344.0,46795.0,42.0,3646.0,20077.0
2022-05-01 00:00:00,1.0,5.0,0.0,2022.0,34254.0,30904.0,38736.0,40030.0,15.0,2961.0,3738.0
2022-05-01 01:00:00,1.0,5.0,1.0,2022.0,32962.0,33051.0,38893.0,40030.0,14.0,2970.0,3741.0
2022-05-01 02:00:00,1.0,5.0,2.0,2022.0,30937.0,33874.0,37896.0,40032.0,15.0,2933.0,4504.0
2022-05-01 03:00:00,1.0,5.0,3.0,2022.0,29301.0,34156.0,37949.0,40037.0,14.0,2960.0,5240.0
2022-05-01 04:00:00,1.0,5.0,4.0,2022.0,29453.0,30377.0,38942.0,40044.0,16.0,2994.0,5767.0
2022-05-01 05:00:00,1.0,5.0,5.0,2022.0,31850.0,29139.0,39233.0,40041.0,17.0,2975.0,5885.0
2022-05-01 06:00:00,1.0,5.0,6.0,2022.0,33369.0,28198.0,39865.0,40027.0,14.0,2975.0,6108.0
2022-05-01 07:00:00,1.0,5.0,7.0,2022.0,34197.0,27600.0,37935.0,40050.0,15.0,3093.0,5926.0
2022-05-01 08:00:00,1.0,5.0,8.0,2022.0,42955.0,43660.0,45094.0,53375.0,20.0,4358.0,7079.0
2022-05-01 09:00:00,1.0,5.0,9.0,2022.0,36090.0,30967.0,27910.0,40004.0,12.0,3359.0,5029.0
2022-05-01 10:00:00,1.0,5.0,10.0,2022.0,31049.0,35014.0,25620.0,39994.0,17.0,3450.0,4414.0
2022-05-01 11:00:00,1.0,5.0,11.0,2022.0,29583.0,35500.0,25359.0,39987.0,16.0,3522.0,3903.0
2022-05-01 12:00:00,1.0,5.0,12.0,2022.0,29624.0,32693.0,25486.0,39974.0,14.0,3501.0,5146.0
2022-05-01 13:00:00,1.0,5.0,13.0,2022.0,29178.0,33515.0,27053.0,39956.0,18.0,3519.0,5301.0
2022-05-01 14:00:00,1.0,5.0,14.0,2022.0,31287.0,34501.0,29061.0,39940.0,12.0,3455.0,6133.0
2022-05-01 15:00:00,1.0,5.0,15.0,2022.0,33965.0,33937.0,31227.0,39928.0,14.0,3387.0,5950.0
2022-05-01 16:00:00,1.0,5.0,16.0,2022.0,34507.0,34802.0,35254.0,39913.0,15.0,3297.0,6773.0
2022-05-01 17:00:00,1.0,5.0,17.0,2022.0,37366.0,36106.0,38676.0,39920.0,13.0,3156.0,7207.0
2022-05-01 18:00:00,1.0,5.0,18.0,2022.0,42577.0,36158.0,42206.0,39925.0,13.0,3029.0,6993.0
2022-05-01 19:00:00,1.0,5.0,19.0,2022.0,47412.0,35788.0,44697.0,39917.0,12.0,2974.0,6864.0
2022-05-01 20:00:00,1.0,5.0,20.0,2022.0,49810.0,37633.0,45028.0,39974.0,14.0,2961.0,7638.0
2022-05-01 21:00:00,1.0,5.0,21.0,2022.0,47078.0,38189.0,43409.0,39954.0,15.0,3005.0,8493.0
2022-05-01 22:00:00,1.0,5.0,22.0,2022.0,40732.0,31038.0,43036.0,39962.0,13.0,3228.0,9411.0
2022-05-01 23:00:00,1.0,5.0,23.0,2022.0,33698.0,25519.0,40498.0,39977.0,14.0,3243.0,10868.0
2022-06-01 00:00:00,1.0,6.0,0.0,2022.0,46738.0,31530.0,47651.0,39244.0,22.0,3223.0,6153.0
2022-06-01 01:00:00,1.0,6.0,1.0,2022.0,44180.0,29951.0,43002.0,39256.0,21.0,3251.0,6797.0
2022-06-01 02:00:00,1.0,6.0,2.0,2022.0,40951.0,30214.0,40732.0,39315.0,23.0,3245.0,6248.0
2022-06-01 03:00:00,1.0,6.0,3.0,2022.0,39516.0,28147.0,40378.0,39310.0,21.0,3235.0,6364.0
2022-06-01 04:00:00,1.0,6.0,4.0,2022.0,35998.0,29809.0,37666.0,39313.0,23.0,3135.0,6558.0
2022-06-01 05:00:00,1.0,6.0,5.0,2022.0,37294.0,29522.0,39065.0,39334.0,21.0,3115.0,6609.0
2022-06-01 06:00:00,1.0,6.0,6.0,2022.0,39561.0,31550.0,46216.0,39323.0,18.0,3117.0,6019.0
2022-06-01 07:00:00,1.0,6.0,7.0,2022.0,42868.0,37246.0,51710.0,39312.0,15.0,3239.0,5117.0
2022-06-01 08:00:00,1.0,6.0,8.0,2022.0,50401.0,45367.0,62167.0,45919.0,21.0,3902.0,5218.0
2022-06-01 09:00:00,1.0,6.0,9.0,2022.0,56891.0,45953.0,64050.0,45882.0,23.0,3948.0,5197.0
2022-06-01 10:00:00,1.0,6.0,10.0,2022.0,48787.0,40891.0,57773.0,39297.0,157.0,3446.0,4426.0
2022-06-01 11:00:00,1.0,6.0,11.0,2022.0,61945.0,48195.0,68066.0,45885.0,259.0,4011.0,5593.0
2022-06-01 12:00:00,1.0,6.0,12.0,2022.0,58189.0,41997.0,58894.0,39331.0,24.0,3338.0,5667.0
2022-06-01 13:00:00,1.0,6.0,13.0,2022.0,65182.0,48149.0,69564.0,45901.0,19.0,4030.0,7444.0
2022-06-01 14:00:00,1.0,6.0,14.0,2022.0,56770.0,42004.0,60856.0,39385.0,21.0,3242.0,6392.0
2022-06-01 15:00:00,1.0,6.0,15.0,2022.0,56490.0,42000.0,60561.0,39395.0,22.0,3284.0,5437.0
2022-06-01 16:00:00,1.0,6.0,16.0,2022.0,55698.0,41927.0,60074.0,39388.0,21.0,3214.0,3717.0
2022-06-01 17:00:00,1.0,6.0,17.0,2022.0,57649.0,42042.0,60944.0,39377.0,22.0,3212.0,3628.0
2022-06-01 18:00:00,1.0,6.0,18.0,2022.0,58653.0,41783.0,60628.0,39383.0,19.0,3175.0,2654.0
2022-06-01 19:00:00,1.0,6.0,19.0,2022.0,57594.0,41172.0,59157.0,39430.0,18.0,3117.0,2628.0
2022-06-01 20:00:00,1.0,6.0,20.0,2022.0,53877.0,40156.0,57778.0,39395.0,22.0,3092.0,2574.0
2022-06-01 21:00:00,1.0,6.0,21.0,2022.0,49966.0,41116.0,51876.0,39354.0,20.0,3120.0,2764.0
2022-06-01 22:00:00,1.0,6.0,22.0,2022.0,42148.0,39525.0,47440.0,39325.0,18.0,3130.0,2279.0
2022-06-01 23:00:00,1.0,6.0,23.0,2022.0,37056.0,35492.0,41971.0,39294.0,21.0,3145.0,1992.0
2022-07-01 00:00:00,1.0,7.0,0.0,2022.0,48426.0,27744.0,49729.0,38795.0,0.0,3127.0,13494.0
2022-07-01 01:00:00,1.0,7.0,1.0,2022.0,44670.0,27823.0,45081.0,38793.0,0.0,3142.0,13502.0
2022-07-01 02:00:00,1.0,7.0,2.0,2022.0,42652.0,27670.0,42999.0,38821.0,0.0,3146.0,12804.0
2022-07-01 03:00:00,1.0,7.0,3.0,2022.0,42407.0,27009.0,40450.0,38836.0,0.0,3134.0,13574.0
2022-07-01 04:00:00,1.0,7.0,4.0,2022.0,42086.0,27432.0,39384.0,38831.0,0.0,3145.0,13984.0
2022-07-01 05:00:00,1.0,7.0,5.0,2022.0,43703.0,27884.0,43479.0,38836.0,0.0,3135.0,14363.0
2022-07-01 06:00:00,1.0,7.0,6.0,2022.0,44627.0,30620.0,46261.0,38843.0,0.0,3205.0,14203.0
2022-07-01 07:00:00,1.0,7.0,7.0,2022.0,47705.0,34853.0,54551.0,38845.0,0.0,3348.0,12869.0
2022-07-01 08:00:00,1.0,7.0,8.0,2022.0,53353.0,38246.0,58562.0,38823.0,0.0,3531.0,10585.0
2022-07-01 09:00:00,1.0,7.0,9.0,2022.0,62770.0,38124.0,59985.0,38771.0,178.0,3716.0,8651.0
2022-07-01 10:00:00,1.0,7.0,10.0,2022.0,82966.0,48331.0,69151.0,45185.0,426.0,4433.0,9656.0
2022-07-01 11:00:00,1.0,7.0,11.0,2022.0,84116.0,41674.0,63413.0,38728.0,780.0,3799.0,8141.0
2022-07-01 12:00:00,1.0,7.0,12.0,2022.0,93892.0,44823.0,66853.0,38759.0,780.0,3844.0,5539.0
2022-07-01 13:00:00,1.0,7.0,13.0,2022.0,99262.0,48293.0,66931.0,38746.0,780.0,3830.0,8337.0
2022-07-01 14:00:00,1.0,7.0,14.0,2022.0,101394.0,48908.0,66923.0,38695.0,780.0,3804.0,9035.0
2022-07-01 15:00:00,1.0,7.0,15.0,2022.0,141905.0,68132.0,89108.0,51540.0,1143.0,5086.0,8889.0
2022-07-01 16:00:00,1.0,7.0,16.0,2022.0,127250.0,64158.0,80877.0,45182.0,1036.0,4360.0,7560.0
2022-07-01 17:00:00,1.0,7.0,17.0,2022.0,125807.0,64704.0,82884.0,45192.0,1110.0,3979.0,8348.0
2022-07-01 18:00:00,1.0,7.0,18.0,2022.0,121289.0,63031.0,81459.0,45130.0,1134.0,3741.0,9853.0
2022-07-01 19:00:00,1.0,7.0,19.0,2022.0,101230.0,47508.0,68201.0,38643.0,972.0,3071.0,8859.0
2022-07-01 20:00:00,1.0,7.0,20.0,2022.0,96308.0,41873.0,64650.0,38639.0,886.0,3067.0,11347.0
2022-07-01 21:00:00,1.0,7.0,21.0,2022.0,90132.0,37989.0,64569.0,38647.0,681.0,3122.0,11715.0
2022-07-01 22:00:00,1.0,7.0,22.0,2022.0,74188.0,35697.0,61069.0,38645.0,579.0,3129.0,12334.0
2022-07-01 23:00:00,1.0,7.0,23.0,2022.0,62655.0,31130.0,61455.0,38658.0,579.0,3130.0,11498.0
2022-08-01 00:00:00,1.0,8.0,0.0,2022.0,47888.0,24540.0,54308.0,37867.0,0.0,3179.0,6167.0
2022-08-01 01:00:00,1.0,8.0,1.0,2022.0,42743.0,23847.0,51120.0,37893.0,0.0,3160.0,7169.0
2022-08-01 02:00:00,1.0,8.0,2.0,2022.0,41607.0,23548.0,51011.0,37906.0,0.0,3146.0,7001.0
2022-08-01 03:00:00,1.0,8.0,3.0,2022.0,42007.0,23583.0,51622.0,37918.0,0.0,3154.0,6966.0
2022-08-01 04:00:00,1.0,8.0,4.0,2022.0,42269.0,24367.0,48975.0,37937.0,0.0,3153.0,6763.0
2022-08-01 05:00:00,1.0,8.0,5.0,2022.0,42794.0,24668.0,52010.0,37951.0,0.0,3155.0,5831.0
2022-08-01 06:00:00,1.0,8.0,6.0,2022.0,49139.0,26967.0,53002.0,37885.0,0.0,3186.0,5669.0
2022-08-01 07:00:00,1.0,8.0,7.0,2022.0,52730.0,31600.0,55554.0,37826.0,0.0,3268.0,4121.0
2022-08-01 08:00:00,1.0,8.0,8.0,2022.0,53754.0,33508.0,59022.0,37773.0,0.0,3325.0,1724.0
2022-08-01 09:00:00,1.0,8.0,9.0,2022.0,67209.0,40263.0,70803.0,44020.0,0.0,3955.0,1479.0
2022-08-01 10:00:00,1.0,8.0,10.0,2022.0,67765.0,42433.0,72083.0,43988.0,0.0,4099.0,1964.0
2022-08-01 11:00:00,1.0,8.0,11.0,2022.0,61527.0,35702.0,62517.0,37702.0,0.0,3485.0,1706.0
2022-08-01 12:00:00,1.0,8.0,12.0,2022.0,66596.0,37069.0,63100.0,37736.0,0.0,3516.0,2091.0
2022-08-01 13:00:00,1.0,8.0,13.0,2022.0,69653.0,39496.0,63063.0,37730.0,0.0,3489.0,2644.0
2022-08-01 14:00:00,1.0,8.0,14.0,2022.0,72558.0,41164.0,64114.0,37702.0,0.0,3412.0,3421.0
2022-08-01 15:00:00,1.0,8.0,15.0,2022.0,72771.0,42501.0,63293.0,37667.0,0.0,3403.0,3843.0
2022-08-01 16:00:00,1.0,8.0,16.0,2022.0,74216.0,45681.0,63332.0,37614.0,0.0,3555.0,3836.0
2022-08-01 17:00:00,1.0,8.0,17.0,2022.0,76621.0,46942.0,64006.0,37642.0,0.0,3457.0,4114.0
2022-08-01 18:00:00,1.0,8.0,18.0,2022.0,76102.0,45376.0,63735.0,37633.0,0.0,3270.0,4078.0
2022-08-01 19:00:00,1.0,8.0,19.0,2022.0,76521.0,38709.0,64139.0,37654.0,0.0,3181.0,3652.0
2022-08-01 20:00:00,1.0,8.0,20.0,2022.0,74016.0,36475.0,62230.0,37653.0,0.0,3086.0,4711.0
2022-08-01 21:00:00,1.0,8.0,21.0,2022.0,70901.0,35272.0,61366.0,37651.0,0.0,3037.0,6835.0
2022-08-01 22:00:00,1.0,8.0,22.0,2022.0,63435.0,31647.0,56833.0,37640.0,0.0,3014.0,9430.0
2022-08-01 23:00:00,1.0,8.0,23.0,2022.0,55678.0,27385.0,53477.0,37634.0,0.0,2988.0,10775.0
2022-09-01 00:00:00,1.0,9.0,0.0,2022.0,39200.0,31113.0,47324.0,36539.0,29.0,2484.0,8348.0
2022-09-01 01:00:00,1.0,9.0,1.0,2022.0,40713.0,36815.0,53187.0,42704.0,30.0,2876.0,7917.0
2022-09-01 02:00:00,1.0,9.0,2.0,2022.0,32741.0,31550.0,43899.0,36641.0,24.0,2489.0,6133.0
2022-09-01 03:00:00,1.0,9.0,3.0,2022.0,32007.0,31171.0,42538.0,36663.0,26.0,2526.0,6388.0
2022-09-01 04:00:00,1.0,9.0,4.0,2022.0,32045.0,31747.0,42279.0,36709.0,28.0,2498.0,5746.0
2022-09-01 05:00:00,1.0,9.0,5.0,2022.0,38618.0,36225.0,53137.0,42844.0,32.0,2917.0,6569.0
2022-09-01 06:00:00,1.0,9.0,6.0,2022.0,34595.0,31080.0,48998.0,36745.0,30.0,2481.0,8042.0
2022-09-01 07:00:00,1.0,9.0,7.0,2022.0,37807.0,35568.0,50237.0,36760.0,746.0,2595.0,6570.0
2022-09-01 08:00:00,1.0,9.0,8.0,2022.0,42149.0,37176.0,50850.0,36758.0,1308.0,2908.0,6444.0
2022-09-01 09:00:00,1.0,9.0,9.0,2022.0,46963.0,40794.0,56964.0,39849.0,1366.0,3381.0,6096.0
2022-09-01 10:00:00,1.0,9.0,10.0,2022.0,44921.0,42452.0,59050.0,39853.0,1032.0,3368.0,5972.0
2022-09-01 11:00:00,1.0,9.0,11.0,2022.0,50469.0,47255.0,64808.0,42945.0,752.0,3738.0,6934.0
2022-09-01 12:00:00,1.0,9.0,12.0,2022.0,51104.0,40822.0,54681.0,36821.0,95.0,3221.0,6049.0
2022-09-01 13:00:00,1.0,9.0,13.0,2022.0,58751.0,39914.0,55568.0,36811.0,142.0,3229.0,5515.0
2022-09-01 14:00:00,1.0,9.0,14.0,2022.0,63430.0,40744.0,59048.0,36799.0,228.0,3374.0,4713.0
2022-09-01 15:00:00,1.0,9.0,15.0,2022.0,63860.0,42329.0,64396.0,36799.0,211.0,3318.0,4128.0
2022-09-01 16:00:00,1.0,9.0,16.0,2022.0,88944.0,60111.0,87988.0,49051.0,277.0,4395.0,5834.0
2022-09-01 17:00:00,1.0,9.0,17.0,2022.0,70574.0,44952.0,67215.0,36785.0,205.0,3095.0,4134.0
2022-09-01 18:00:00,1.0,9.0,18.0,2022.0,71040.0,42827.0,66125.0,36784.0,211.0,2870.0,2713.0
2022-09-01 19:00:00,1.0,9.0,19.0,2022.0,64044.0,39770.0,62551.0,36771.0,216.0,2739.0,1847.0
2022-09-01 20:00:00,1.0,9.0,20.0,2022.0,58567.0,40001.0,59829.0,36782.0,215.0,2755.0,2315.0
2022-09-01 21:00:00,1.0,9.0,21.0,2022.0,49496.0,37741.0,57873.0,36800.0,26.0,2746.0,2148.0
2022-09-01 22:00:00,1.0,9.0,22.0,2022.0,46787.0,33251.0,54811.0,36801.0,28.0,2755.0,1640.0
