name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
New York State,2021-01-01T00:00:00,32.4,29.7,24,70.72,0,0,,0,0.39,,3.1,246,1031.3,81.2,9.9,0,,0,,Partially cloudy,partly-cloudy-night,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-01T01:00:00,32.5,32.5,24.1,70.76,0,0,,0,0.34,,0.1,353,1031.4,93.7,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-01T02:00:00,31.6,28.3,24.2,73.84,0,0,,0,0.3,,3.4,143,1031.6,100,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-01T03:00:00,31.6,26.8,25.1,76.66,0,0,,0,0.25,,4.8,171,1032.1,100,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-01T04:00:00,31.8,27.2,25.2,76.31,0,0,,0,0.2,,4.5,118,1032,100,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-01T05:00:00,29.5,23.6,24.1,79.99,0,0,,0,0.15,,5.6,116,1031,85.7,9.8,0,,0,,Partially cloudy,partly-cloudy-night,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-01T06:00:00,29.7,23.9,23.2,76.63,0,0,,0,0.1,,5.5,159,1031.3,53.7,9.8,0,,0,,Partially cloudy,partly-cloudy-night,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-01T07:00:00,28.9,22.9,21.3,72.8,0,0,,0,0.05,,5.6,122,1031.1,52.8,9.9,1.6,0,0,,Partially cloudy,partly-cloudy-night,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-01T08:00:00,28.1,24.7,21,74.55,0,0,,0,0,,3.1,87,1031.2,80.1,9.9,16,0.1,0,,Partially cloudy,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-01T09:00:00,28.8,22.7,21.2,72.71,0,0,,2.35,2.35,,5.7,44,1030.7,37.1,9.9,65,0.2,1,,Partially cloudy,snow,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-01T10:00:00,30.7,23.1,22.1,69.99,0,0,,0,2.33,,8.2,72,1030,80.1,9.9,100,0.4,1,,Partially cloudy,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-01T11:00:00,31.9,24,22.1,66.79,0,0,,0,2.31,,9.3,92,1028.7,90.1,9.9,120,0.4,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-01T12:00:00,33,23.8,21.3,61.67,0,0,,0,2.3,,12.7,101,1026.7,90.1,9.9,156,0.6,2,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-01T13:00:00,33.9,26.4,22,61.27,0,0,,0,2.28,19.7,9.4,100,1025,90.1,9.9,126,0.5,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-01T14:00:00,33.9,26.5,23.1,64.05,0,0,,0,2.26,,9.4,91,1023.3,90.1,9.9,71,0.3,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-01T15:00:00,33.9,26.3,23.1,64.34,0,0,,0,2.25,,9.6,91,1022.1,100,9.9,37,0.1,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-01T16:00:00,34,26.1,24.1,66.96,0,0,,0,2.23,,10.2,81,1020.4,100,9.9,13,0,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-01T17:00:00,33,24.8,26.9,77.99,0.057,100,"rain,snow",0,2.21,,10.4,63,1020.5,100,5,5,0,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-01T18:00:00,31.9,22.3,28.2,85.97,0.112,100,"rain,snow",0,2.2,,12.8,63,1018.6,100,6.4,0,,0,,"Snow, Rain, Overcast",snow,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-01T19:00:00,32.9,25.1,29,85.5,0.001,100,"rain,snow",0,2.18,,9.5,81,1016.7,100,6.6,0,,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-01T20:00:00,33.1,26.2,30,87.98,0.012,100,"rain,snow",0,2.17,,8.1,52,1015,100,3.8,0,,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KBUF"
New York State,2021-01-01T21:00:00,33,24.8,30.8,91.8,0,0,,0,2.15,,10.3,55,1013,100,4.8,0,,0,,Overcast,cloudy,"72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-01T22:00:00,33.8,26.4,30.8,88.65,0,0,,0,2.13,,9.2,63,1010.8,100,3.4,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-01T23:00:00,33.9,26.3,30.8,88.59,0.011,100,"rain,snow",0,2.12,,9.4,63,1008.7,100,3.1,0,,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T00:00:00,33.9,27,32,92.8,0.018,100,"rain,snow",0,2.1,,8.1,62,1007,100,6.4,0,,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T01:00:00,33.9,27.7,32,92.8,0.106,100,"rain,snow",0,2.08,,7,38,1006.5,100,3.1,0,,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T02:00:00,33.9,27.5,32.1,92.84,0.184,100,"rain,snow",0,2.07,,7.5,69,1004.9,100,6.6,0,,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T03:00:00,33.9,33.9,33.2,97,0.041,100,"rain,snow",0,2.05,,0.1,2,1004.5,100,3,0,,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T04:00:00,33.8,33.8,32,92.85,0.053,100,"rain,snow",0,2.03,,0.5,345,1004.2,100,2.4,0,,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T05:00:00,34.7,28.7,33,93.45,0.112,100,"rain,snow",0,2.02,,7.2,263,1005.9,100,5,0,,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T06:00:00,33.9,24.7,31.9,92.46,0.036,100,"rain,snow",0,2,,13,285,1008.1,100,9.4,0,,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T07:00:00,33.9,24.3,30.8,88.6,0.001,100,"rain,snow",0,1.98,,14,302,1010.3,100,9.5,0.2,0,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T08:00:00,33,26.1,30.8,91.54,0.011,100,"rain,snow",0,1.97,,7.9,301,1013.2,100,2,8,0,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-02T09:00:00,33,25,29.9,88.3,0,0,,0,1.94,,10,300,1015.6,100,2.5,17,0.1,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-02T10:00:00,33,25.9,29.8,87.88,0,0,,0,1.9,,8.3,292,1016.6,100,9.9,65,0.2,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-02T11:00:00,33,24.9,29,85.09,0,0,,0,1.87,,10.3,308,1017.2,90,9.9,86,0.3,1,,Partially cloudy,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-02T12:00:00,34,26.5,29,81.83,0,0,,0,1.84,,9.3,302,1017.5,91.2,9.9,103,0.4,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-02T13:00:00,34,27.3,28.2,79.24,0,0,,0,1.8,,8,303,1017.6,89.9,9.9,116,0.4,1,,Partially cloudy,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-02T14:00:00,34.9,29.1,28.2,76.52,0,0,,0,1.77,,6.8,336,1018.2,100,9.9,113,0.4,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-02T15:00:00,34,28.7,28.2,79.21,0,0,,0,1.74,,5.8,300,1019.2,100,9.9,67,0.2,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-02T16:00:00,34,28.6,28.2,79.3,0,0,,0,1.71,,5.9,291,1019.9,100,9.9,29,0.1,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-02T17:00:00,33.8,30.6,28.2,79.69,0,0,,0,1.67,,3.7,271,1020.2,100,9.9,7,0,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-02T18:00:00,33.8,33.8,28.2,79.65,0,0,,0,1.64,,0.6,348,1020.8,100,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T19:00:00,33.8,30.9,28.2,79.71,0,0,,0,1.61,,3.3,220,1021.1,100,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T20:00:00,33.8,29.4,29,82.39,0,0,,0,1.57,,4.8,203,1021.1,100,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T21:00:00,33.7,29.6,29,82.46,0,0,,0,1.54,,4.5,141,1020.5,100,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T22:00:00,33,28.8,28.2,82.05,0,0,,0,1.51,,4.5,148,1020.5,100,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-02T23:00:00,33,28.7,28.2,82.34,0,0,,0,1.48,,4.6,110,1020,100,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T00:00:00,32,24.5,28.2,85.88,0,0,,0,1.44,,8.6,107,1019.3,100,8.3,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T01:00:00,32,26.4,29,88.77,0,0,,0,1.41,,5.8,102,1019,100,8.3,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T02:00:00,32.9,24.9,29,85.46,0,0,,0,1.38,,10,110,1018.6,100,8.3,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T03:00:00,32.9,24.4,28.2,82.68,0,0,,0,1.35,,11,103,1018.1,100,8.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T04:00:00,32.9,26,28.2,82.65,0,0,,0,1.31,,8,73,1016.6,100,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T05:00:00,33,25.5,27.1,78.63,0,0,,0,1.28,,9,73,1015.8,100,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T06:00:00,33,28.4,27.1,78.64,0,0,,0,1.25,,4.9,91,1016.4,99.4,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T07:00:00,32.9,27.4,27.1,79.01,0,0,,0,1.21,,5.9,70,1015.5,90.3,9.9,1.4,0,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T08:00:00,33,26.1,27.1,78.68,0.005,100,"rain,snow",0,1.18,,8,63,1014.3,95.9,9.9,5,0,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-03T09:00:00,31.9,25.3,28.2,86.28,0.015,100,"rain,snow",0,1.18,,7.1,36,1013.9,100,4.6,24,0.1,0,,"Snow, Rain, Overcast",snow,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-03T10:00:00,31.9,26.2,29.1,89.45,0,0,,0,1.18,,5.8,36,1013.8,100,8.5,44,0.2,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-03T11:00:00,33,27.7,29.1,85.42,0,0,,0,1.18,,5.7,46,1013.3,100,9.7,49,0.2,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-03T12:00:00,33.8,33.8,30,85.73,0,0,,0,1.18,,0.4,19,1012.6,100,9.5,40,0.1,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-03T13:00:00,34.8,32.1,30,82.39,0.004,100,"rain,snow",0,1.18,,3.3,147,1012.1,100,9.8,48,0.2,0,,"Snow, Rain, Overcast",rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-03T14:00:00,35.7,32.9,30.9,82.54,0,0,,0,1.18,,3.5,201,1011.9,100,9.9,65,0.2,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-03T15:00:00,36.9,32,32,82.32,0,0,,0,1.18,,6.1,214,1012.5,100,9.9,46,0.2,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-03T16:00:00,36.9,30.7,32,82.35,0,0,,0,1.18,,8.2,258,1013.2,100,9.9,16,0.1,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-03T17:00:00,36.8,29.6,32,82.61,0,0,,0,1.18,,10.1,272,1013.5,100,9.8,5,0,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-03T18:00:00,35.6,29.4,30.9,82.59,0,0,,0,1.18,,7.8,280,1014.1,100,9.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T19:00:00,34.9,28.5,30.1,82.47,0,0,,0,1.18,,7.8,287,1014.9,100,9.7,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T20:00:00,34.8,29.7,30.1,82.8,0,0,,0,1.18,,5.9,269,1015.4,100,9.6,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T21:00:00,34.8,29.9,30.9,85.51,0,0,,0,1.18,,5.7,251,1015.6,100,9.6,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T22:00:00,34.8,29.8,30.9,85.51,0,0,,0,1.18,,5.8,261,1015.8,100,9.5,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-03T23:00:00,34,29.6,30.9,88.57,0,0,,0,1.18,,4.8,241,1015.7,100,7.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T00:00:00,34,29.6,30.9,88.57,0,0,,0,1.18,,4.8,240,1015.5,100,6.7,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T01:00:00,34,30.8,30,85.43,0,0,,0,1.18,,3.6,281,1015.3,100,6,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T02:00:00,33.9,28.7,30.8,88.59,0,0,,0,1.18,,5.7,306,1015.9,100,6.7,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T03:00:00,33.9,33.9,30.8,88.59,0,0,,0,1.18,,0.4,353,1016.2,100,7.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T04:00:00,34,28.9,30,85.38,0,0,,0,1.18,,5.6,316,1016.3,100,7.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T05:00:00,33.8,29.6,30,85.55,0,0,,0,1.18,,4.6,354,1016.4,100,9.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T06:00:00,33,33,30,88.32,0,0,,0,1.18,,0.1,359,1017,100,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T07:00:00,33.8,33.8,29.2,82.82,0,0,,0,1.18,,0.1,0,1017.5,100,8.2,1,0,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T08:00:00,33,33,30,88.33,0,0,,0,1.18,,0,360,1017.9,100,8.8,5,0,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-04T09:00:00,33.8,33.8,29.2,82.81,0,0,,0,1.16,,0.1,355,1018.4,100,9.9,16,0.1,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-04T10:00:00,34,34,29.1,82.38,0,0,,0,1.15,,0,359,1018.4,100,9.9,37,0.1,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-04T11:00:00,34.8,34.8,29.1,79.48,0,0,,0,1.13,,0.3,359,1018.1,100,9.6,48,0.2,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-04T12:00:00,34,34,29.1,82.25,0,0,,0,1.12,,3,38,1017,100,9.8,79,0.3,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-04T13:00:00,35.7,35.7,29.9,79.44,0,0,,0,1.1,,0.3,358,1016.2,100,9.8,100,0.4,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-04T14:00:00,35.8,35.8,29.1,76.37,0,0,,0,1.08,,0.7,354,1015.7,100,9.9,86,0.3,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-04T15:00:00,35.8,35.8,29.1,76.41,0,0,,0,1.07,,0.5,351,1015.7,100,9.9,59,0.2,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-04T16:00:00,35.8,31.9,28.3,73.93,0,0,,0,1.05,,4.5,340,1016,100,9.9,26,0.1,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-04T17:00:00,34.9,32.2,29.1,79.14,0,0,,0,1.03,,3.3,66,1016.2,100,9.9,9,0,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-04T18:00:00,34.9,32.2,28.4,76.93,0,0,,0,1.02,,3.3,42,1016.3,100,9.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T19:00:00,34.9,32.2,29.1,79.48,0,0,,0,1,,3.3,75,1016.2,100,9.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T20:00:00,34,34,29.1,82.36,0,0,,0,0.98,,3,76,1015.8,100,9.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T21:00:00,34,34,29.1,82.12,0,0,,0,0.97,,0.4,19,1015.3,100,9.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T22:00:00,33.9,30.9,29.1,82.38,0,0,,0,0.95,,3.4,113,1015.1,100,9.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-04T23:00:00,33.9,33.9,29.1,82.54,0,0,,0,0.94,,0.4,29,1014.8,100,9.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T00:00:00,33.9,31,29.1,82.18,0,0,,0,0.92,,3.4,93,1014.4,100,9.7,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T01:00:00,33.9,30.1,29.2,82.46,0,0,,0,0.9,,4.3,96,1014,100,9.6,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T02:00:00,33.8,28.8,29.2,82.81,0,0,,0,0.89,,5.5,107,1014.4,100,9.6,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T03:00:00,33.8,33.8,30,85.54,0,0,,0,0.87,,0.1,7,1014.3,100,7.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T04:00:00,33.8,30.8,29.9,85.49,0,0,,0,0.85,,3.5,90,1013.9,100,6.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T05:00:00,33,30.5,29.9,88.28,0,0,,0,0.84,,3,85,1013.7,100,6.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T06:00:00,33.8,33.8,30,85.56,0,0,,0,0.82,,0.6,11,1014.1,100,6.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T07:00:00,33.8,30,29.1,82.87,0,0,,0,0.8,,4.2,65,1014.3,100,7.9,1.3,0,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T08:00:00,33,29.1,29.9,88.26,0,0,,0,0.79,,4.2,94,1014.6,100,6.8,6,0,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-05T09:00:00,33.9,33.9,29.9,85.43,0,0,,0,0.79,,0,1,1015,100,6.2,19,0.1,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-05T10:00:00,34.9,34.9,30,82.15,0,0,,0,0.79,,0.4,6,1015.2,100,6.7,52,0.2,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-05T11:00:00,35.8,35.8,30,79.32,0,0,,0,0.79,,0.4,9,1015.1,100,8.4,95,0.3,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-05T12:00:00,37,34.5,30.8,78.31,0,0,,0,0.79,,3.3,43,1014.4,100,8.5,133,0.5,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-05T13:00:00,37,33.1,30,75.79,0,0,,0,0.79,,4.8,39,1014,100,9.8,119,0.4,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-05T14:00:00,37,33.1,29.3,73.34,0,0,,0,0.79,,4.8,49,1014.3,100,9.7,90,0.3,1,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-05T15:00:00,37,33,29.2,73.09,0,0,,0,0.79,,4.9,30,1015.1,100,9.8,47,0.2,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-05T16:00:00,35.8,30,29.9,79.16,0,0,,0,0.79,,7.1,42,1016.1,100,9.8,18,0.1,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-05T17:00:00,34,27.3,29.9,84.92,0,0,,0,0.79,,8,31,1017,100,7.1,6,0,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
New York State,2021-01-05T18:00:00,33.9,27.8,29.1,82.63,0,0,,0,0.79,,6.9,40,1017.7,100,8.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T19:00:00,33.1,27.7,29.1,85.32,0,0,,0,0.79,,5.7,41,1018.3,100,8.7,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T20:00:00,33,27.8,29.1,85.4,0,0,,0,0.79,,5.5,18,1018.6,100,9.7,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T21:00:00,33,29.8,29.1,85.53,0,0,,0,0.79,,3.5,352,1018.9,100,9.9,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T22:00:00,33,28.7,29.1,85.44,0,0,,0,0.79,,4.6,322,1019.3,100,8.1,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-05T23:00:00,33,29.8,29.1,85.43,0,0,,0,0.79,,3.5,330,1019.5,100,8.7,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
New York State,2021-01-06T00:00:00,33,27.8,29.1,85.23,0,0,,0,0.79,,5.6,312,1019.6,100,8.8,0,,0,,Overcast,cloudy,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF"
