temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,conditions_Clear,conditions_Overcast,conditions_Partly_cloudy,conditions_Rain_overcast,conditions_Rain_partly_cloudy,conditions_Snow_overcast,conditions_Snow_rain_overcast,preciptype_no_precipitation,preciptype_rain,preciptype_rain_and_snow,preciptype_snow
49.9,44.2,37.2,61.43,0.0,0,0.0,0.0,16.3,191.0,1019.5,100.0,9.9,5.0,0,0,1,0,0,0,0,0,1,0,0,0
51.0,51.0,38.0,61.05,0.0,0,0.0,0.0,15.8,190.0,1018.6,100.0,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
51.1,51.1,38.8,62.64,0.0,0,0.0,0.0,18.2,190.0,1018.2,100.0,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
51.9,51.9,38.9,61.16,0.0,0,0.0,0.0,17.2,190.0,1017.6,100.0,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
52.8,52.8,38.0,57.08,0.0,0,0.0,0.0,12.6,190.0,1016.9,100.0,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
54.8,54.8,36.1,49.29,0.0,0,0.0,0.0,13.5,191.0,1016.3,90.0,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
55.7,55.7,35.2,45.93,0.0,0,0.0,0.0,18.8,200.0,1015.5,100.0,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
35.0,26.4,32.0,88.87,0.01,100,0.0,0.0,12.3,248.0,1004.8,100.0,8.3,0.0,0,0,0,0,0,0,0,1,0,0,1,0
34.9,29.1,32.0,89.14,0.01,100,0.0,0.0,6.8,239.0,1004.6,100.0,9.9,0.0,0,0,0,0,0,0,0,1,0,0,1,0
34.0,29.5,31.0,88.57,0.0,0,0.0,0.0,4.9,229.0,1004.6,99.0,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
33.9,30.9,31.8,91.96,0.0,0,0.0,0.0,3.4,207.0,1004.1,88.9,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
33.7,30.7,31.8,92.78,0.0,0,0.0,0.0,3.4,185.0,1003.5,89.1,9.8,0.0,0,0,0,1,0,0,0,0,1,0,0,0
32.8,30.1,30.7,91.9,0.0,0,0.0,0.0,3.1,154.0,1003.0,54.0,6.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
32.9,32.9,30.7,91.57,0.0,0,0.0,0.0,0.1,356.0,1003.0,95.7,7.8,0.0,0,0,1,0,0,0,0,0,1,0,0,0
32.5,28.4,30.4,91.87,0.0,0,0.0,0.0,4.3,219.0,1002.8,91.3,9.2,3.6,0,0,1,0,0,0,0,0,1,0,0,0
31.3,26.5,28.6,89.46,0.0,0,0.0,0.0,4.8,224.0,1002.5,81.2,9.4,11.0,0,0,0,1,0,0,0,0,1,0,0,0
32.8,27.5,29.1,86.12,0.0,0,0.0,0.0,5.5,247.0,1001.8,80.4,9.4,47.0,0,0,0,1,0,0,0,0,1,0,0,0
33.8,28.5,29.9,85.45,0.0,0,0.0,0.0,5.8,255.0,1001.5,90.7,9.8,78.0,1,0,1,0,0,0,0,0,1,0,0,0
34.2,27.2,30.0,84.58,0.0,0,0.0,0.0,8.5,270.0,1000.9,81.4,9.9,152.0,2,0,0,1,0,0,0,0,1,0,0,0
35.9,27.9,29.1,76.04,0.0,0,0.0,0.0,11.6,261.0,999.7,85.7,9.9,230.0,2,0,0,1,0,0,0,0,1,0,0,0
37.0,30.7,29.1,72.9,0.0,0,0.0,0.0,8.5,270.0,998.7,88.9,9.9,138.0,1,0,0,1,0,0,0,0,1,0,0,0
37.0,28.8,29.1,72.82,0.0,0,0.0,0.0,12.8,270.0,998.2,89.1,9.9,162.0,2,0,0,1,0,0,0,0,1,0,0,0
37.9,30.0,28.2,67.76,0.0,0,0.0,0.0,12.7,270.0,998.3,88.4,9.9,152.0,2,0,0,1,0,0,0,0,1,0,0,0
37.0,28.2,29.8,74.89,0.0,0,0.0,0.0,14.4,238.0,998.6,83.6,9.9,83.0,1,0,0,1,0,0,0,0,1,0,0,0
35.8,27.3,29.0,75.88,0.0,0,0.0,0.0,12.8,253.0,998.9,73.5,9.6,19.0,0,0,0,1,0,0,0,0,1,0,0,0
34.9,25.7,27.0,72.74,0.0,0,0.0,0.0,13.8,270.0,999.2,81.2,9.9,1.0,0,0,0,1,0,0,0,0,1,0,0,0
33.8,26.3,26.1,72.9,0.0,0,0.0,0.0,9.5,278.0,999.1,84.4,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
32.9,23.6,26.1,75.61,0.0,0,0.0,0.0,12.9,261.0,998.7,82.5,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
31.9,22.4,26.0,78.74,0.0,0,0.0,0.0,12.6,269.0,999.2,89.9,9.8,0.0,0,0,0,1,0,0,0,0,1,0,0,0
31.9,19.7,23.2,70.14,0.0,0,0.0,0.0,20.3,270.0,998.9,100.0,9.8,0.0,0,0,1,0,0,0,0,0,1,0,0,0
31.9,20.6,22.1,66.92,0.0,0,0.0,0.0,17.3,260.0,999.1,100.0,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
24.0,9.8,20.1,84.82,0.025,100,0.15,9.36,19.3,61.0,1010.1,100.0,1.3,0.0,0,0,0,0,0,0,1,0,0,0,0,1
24.0,9.9,20.1,84.85,0.066,100,0.15,9.51,19.0,51.0,1009.1,100.0,2.5,0.0,0,0,0,0,0,0,1,0,0,0,0,1
24.0,9.0,20.1,84.76,0.053,100,0.15,9.66,21.8,61.0,1006.1,100.0,1.2,0.0,0,0,0,0,0,0,1,0,0,0,0,1
24.1,10.9,20.2,85.12,0.067,100,0.15,9.81,16.2,60.0,1005.0,100.0,1.2,0.0,0,0,0,0,0,0,1,0,0,0,0,1
24.1,11.7,21.0,87.75,0.052,100,0.15,9.96,14.4,61.0,1003.7,100.0,1.9,0.0,0,0,0,0,0,0,1,0,0,0,0,1
24.9,13.7,21.7,87.79,0.054,100,0.15,10.1,12.2,51.0,1002.6,100.0,1.2,0.0,0,0,0,0,0,0,1,0,0,0,0,1
24.9,14.0,21.8,87.79,0.018,100,0.15,10.25,11.6,31.0,1002.3,100.0,3.2,0.0,0,0,0,0,0,0,1,0,0,0,0,1
24.1,14.6,21.0,87.79,0.018,100,0.15,10.4,8.8,21.0,1001.8,100.0,1.8,23.4,0,0,0,0,0,0,1,0,0,0,0,1
24.7,14.6,20.8,84.91,0.01,100,0.15,10.55,10.2,11.0,1002.2,100.0,3.0,11.0,0,0,0,0,0,0,1,0,0,0,0,1
24.6,12.6,20.7,84.57,0.0,0,0.02,10.56,14.1,352.0,1003.3,100.0,9.6,21.0,0,0,1,0,0,0,0,0,1,0,0,0
22.7,10.6,18.9,85.22,0.0,0,0.02,10.58,12.9,360.0,1003.8,100.0,3.7,40.0,0,0,1,0,0,0,0,0,1,0,0,0
20.7,6.9,16.9,84.78,0.0,0,0.02,10.59,15.6,341.0,1004.8,100.0,3.0,60.0,1,0,1,0,0,0,0,0,1,0,0,0
19.8,7.2,15.1,81.52,0.0,0,0.02,10.61,12.5,332.0,1006.4,100.0,1.8,80.0,1,0,1,0,0,0,0,0,1,0,0,0
19.8,7.7,14.0,77.88,0.0,0,0.02,10.62,11.4,320.0,1007.3,100.0,1.3,122.0,1,0,1,0,0,0,0,0,1,0,0,0
18.9,5.3,12.8,76.7,0.011,100,0.02,10.64,14.0,283.0,1008.3,100.0,1.3,131.0,1,0,0,0,0,0,1,0,0,0,0,1
18.8,5.1,12.7,76.81,0.0,0,0.02,10.66,14.0,281.0,1009.9,100.0,1.8,103.0,1,0,1,0,0,0,0,0,1,0,0,0
17.1,3.1,10.3,74.09,0.0,0,0.02,10.67,13.8,278.0,1011.8,90.0,3.1,102.0,1,0,0,1,0,0,0,0,1,0,0,0
17.1,2.1,10.3,74.13,0.0,0,0.02,10.69,15.8,270.0,1013.3,90.0,7.6,48.0,0,0,0,1,0,0,0,0,1,0,0,0
17.1,3.5,10.2,73.89,0.0,0,0.02,10.7,13.1,252.0,1014.4,55.0,9.2,13.0,0,0,0,1,0,0,0,0,1,0,0,0
17.9,4.5,10.2,71.49,0.0,0,0.02,10.72,13.1,253.0,1015.9,90.0,9.2,0.0,0,0,0,1,0,0,0,0,1,0,0,0
15.9,1.0,8.0,70.21,0.0,0,0.02,10.73,15.0,279.0,1017.5,34.5,9.6,0.0,0,0,0,1,0,0,0,0,1,0,0,0
15.9,1.9,5.1,61.77,0.0,0,0.02,10.75,13.1,263.0,1019.2,90.0,9.6,0.0,0,0,0,1,0,0,0,0,1,0,0,0
12.8,-1.9,3.0,64.42,0.0,0,0.02,10.76,13.0,252.0,1021.0,55.0,9.8,0.0,0,0,0,1,0,0,0,0,1,0,0,0
11.9,-1.6,2.2,64.63,0.0,0,0.02,10.78,10.5,271.0,1021.8,55.0,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
24.7,13.5,6.8,45.79,0.0,0,0.0,0.0,12.3,99.0,1024.5,90.1,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
24.7,15.3,8.4,49.39,0.0,0,0.0,0.0,9.1,109.0,1023.4,90.1,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
26.4,18.9,8.5,46.15,0.0,0,0.0,0.0,6.8,108.0,1023.0,90.1,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
26.5,19.8,8.7,46.28,0.0,0,0.0,0.0,5.9,81.0,1022.4,90.1,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
26.5,16.7,10.3,49.91,0.0,0,0.0,0.0,10.5,71.0,1021.0,90.1,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
26.5,16.2,10.3,49.86,0.0,0,0.0,0.0,11.5,71.0,1020.0,94.4,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
26.5,16.7,10.4,49.92,0.0,0,0.0,0.0,10.6,72.0,1019.3,99.1,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
26.6,16.9,11.9,53.28,0.0,0,0.0,0.0,10.3,81.0,1019.3,100.0,9.9,5.9,0,0,1,0,0,0,0,0,1,0,0,0
28.2,18.5,10.2,46.29,0.0,0,0.0,0.0,11.1,81.0,1018.4,100.0,9.9,8.0,0,0,1,0,0,0,0,0,1,0,0,0
28.4,20.2,12.0,49.74,0.0,0,0.0,0.0,8.3,83.0,1018.3,100.0,9.9,43.0,0,0,1,0,0,0,0,0,1,0,0,0
30.2,22.6,12.0,46.33,0.0,0,0.0,0.0,8.1,111.0,1017.9,90.0,9.9,105.0,1,0,0,1,0,0,0,0,1,0,0,0
35.3,35.3,13.9,40.93,0.0,0,0.0,0.0,0.6,27.0,1017.3,89.1,9.9,216.0,2,0,0,1,0,0,0,0,1,0,0,0
37.1,30.7,25.6,62.7,0.0,0,0.0,0.0,8.8,149.0,1016.6,99.0,9.9,271.0,3,0,1,0,0,0,0,0,1,0,0,0
39.1,34.8,26.0,58.96,0.0,0,0.0,0.0,5.9,123.0,1016.9,89.4,9.9,280.0,3,0,0,1,0,0,0,0,1,0,0,0
39.2,34.3,28.1,64.11,0.0,0,0.0,0.0,6.8,220.0,1016.8,100.0,9.9,171.0,2,0,1,0,0,0,0,0,1,0,0,0
39.1,35.0,28.4,64.99,0.0,0,0.0,0.0,5.6,237.0,1016.2,99.0,9.9,143.0,1,0,1,0,0,0,0,0,1,0,0,0
39.2,37.4,28.4,64.97,0.0,0,0.0,0.0,3.1,231.0,1016.1,100.0,9.9,150.0,2,0,1,0,0,0,0,0,1,0,0,0
39.2,36.4,27.7,63.17,0.0,0,0.0,0.0,4.0,69.0,1016.2,100.0,9.9,110.0,1,0,1,0,0,0,0,0,1,0,0,0
39.0,36.4,27.5,62.96,0.0,0,0.0,0.0,3.8,121.0,1016.6,100.0,9.9,53.0,1,0,1,0,0,0,0,0,1,0,0,0
39.0,36.3,27.6,63.47,0.0,0,0.0,0.0,3.8,113.0,1016.6,100.0,9.9,19.0,0,0,1,0,0,0,0,0,1,0,0,0
38.9,34.8,27.7,63.77,0.0,0,0.0,0.0,5.5,120.0,1016.9,100.0,9.9,5.0,0,0,1,0,0,0,0,0,1,0,0,0
38.9,34.3,27.7,63.72,0.0,0,0.0,0.0,6.2,192.0,1017.6,100.0,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
38.9,37.1,27.8,64.04,0.0,0,0.0,0.0,3.0,137.0,1017.5,100.0,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
37.2,37.2,27.9,68.96,0.0,0,0.0,0.0,2.8,124.0,1017.2,90.0,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
39.7,34.5,36.1,86.72,0.019,100,0.0,0.0,7.5,272.0,1007.4,100.0,9.8,0.0,0,0,0,0,1,0,0,0,0,1,0,0
38.8,30.9,35.2,86.53,0.044,100,0.0,0.0,13.2,287.0,1007.4,100.0,9.6,0.0,0,0,0,0,1,0,0,0,0,1,0,0
38.9,33.0,35.3,86.67,0.051,100,0.0,0.0,8.5,263.0,1007.1,100.0,8.5,0.0,0,0,0,0,1,0,0,0,0,1,0,0
39.7,32.7,36.0,86.34,0.033,100,0.0,0.0,11.6,280.0,1007.0,100.0,9.8,0.0,0,0,0,0,1,0,0,0,0,1,0,0
39.7,32.1,36.0,86.67,0.001,100,0.0,0.0,12.9,262.0,1007.0,100.0,9.9,0.0,0,0,0,0,1,0,0,0,0,1,0,0
38.9,30.8,35.2,86.26,0.001,100,0.0,0.0,13.8,263.0,1006.8,100.0,9.9,0.0,0,0,0,0,1,0,0,0,0,1,0,0
38.9,31.7,35.2,86.26,0.0,0,0.0,0.0,11.6,263.0,1006.7,100.0,9.9,0.8,0,0,1,0,0,0,0,0,1,0,0,0
38.9,31.6,35.1,85.96,0.0,0,0.0,0.0,11.6,263.0,1006.9,100.0,9.9,14.0,0,0,1,0,0,0,0,0,1,0,0,0
39.7,33.0,35.1,83.25,0.0,0,0.0,0.0,10.7,263.0,1006.9,100.0,9.9,24.0,0,0,1,0,0,0,0,0,1,0,0,0
39.8,31.9,34.2,80.03,0.0,0,0.0,0.0,14.1,280.0,1006.9,100.0,9.9,44.0,0,0,1,0,0,0,0,0,1,0,0,0
40.9,33.3,34.2,76.89,0.0,0,0.0,0.0,14.0,273.0,1007.1,100.0,9.9,86.0,1,0,1,0,0,0,0,0,1,0,0,0
41.0,33.7,34.3,76.81,0.0,0,0.0,0.0,13.1,272.0,1007.3,100.0,9.9,89.0,1,0,1,0,0,0,0,0,1,0,0,0
43.0,37.4,35.2,73.58,0.0,0,0.0,0.0,10.0,265.0,1007.3,100.0,9.9,121.0,1,0,1,0,0,0,0,0,1,0,0,0
44.1,37.1,35.2,70.56,0.0,0,0.0,0.0,15.2,263.0,1007.0,100.0,9.9,148.0,1,0,1,0,0,0,0,0,1,0,0,0
43.2,37.4,37.0,78.45,0.0,0,0.0,0.0,10.7,253.0,1007.4,100.0,9.9,134.0,1,0,1,0,0,0,0,0,1,0,0,0
44.2,37.9,35.2,70.47,0.0,0,0.0,0.0,12.4,262.0,1007.6,100.0,9.9,91.0,1,0,1,0,0,0,0,0,1,0,0,0
43.4,36.8,36.0,75.12,0.0,0,0.0,0.0,12.9,245.0,1007.4,100.0,9.9,104.0,1,0,1,0,0,0,0,0,1,0,0,0
42.5,35.5,36.0,77.52,0.0,0,0.0,0.0,13.7,245.0,1007.8,100.0,9.9,54.0,1,0,1,0,0,0,0,0,1,0,0,0
43.2,37.1,37.1,78.86,0.0,0,0.0,0.0,11.5,236.0,1008.3,100.0,9.9,38.0,0,0,1,0,0,0,0,0,1,0,0,0
43.1,38.6,37.1,79.48,0.0,0,0.0,0.0,7.5,249.0,1008.9,100.0,9.9,18.0,0,0,1,0,0,0,0,0,1,0,0,0
43.8,38.0,37.1,77.13,0.0,0,0.0,0.0,11.0,330.0,1009.5,100.0,9.9,8.0,0,0,1,0,0,0,0,0,1,0,0,0
42.0,36.9,38.1,86.1,0.0,0,0.0,0.0,8.1,312.0,1010.5,100.0,6.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
40.9,35.6,38.1,89.74,0.0,0,0.0,0.0,8.0,301.0,1010.7,100.0,3.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0
40.9,36.2,38.1,89.89,0.01,100,0.0,0.0,7.0,302.0,1010.8,100.0,3.4,0.0,0,0,0,0,1,0,0,0,0,1,0,0
54.7,54.7,34.8,46.95,0.0,0,0.0,0.0,3.5,190.0,1023.6,33.2,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
52.8,52.8,36.4,53.59,0.0,0,0.0,0.0,3.3,127.0,1023.5,82.5,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
51.1,51.1,37.4,59.42,0.0,0,0.0,0.0,5.3,127.0,1023.3,45.0,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
50.7,50.7,37.5,60.44,0.0,0,0.0,0.0,4.2,135.0,1023.2,84.8,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
51.5,51.5,37.4,58.56,0.0,0,0.0,0.0,4.3,139.0,1023.1,80.7,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
50.5,50.5,37.3,60.45,0.0,0,0.0,0.0,5.2,139.0,1023.2,84.4,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
49.4,49.4,37.3,62.91,0.0,0,0.0,0.0,0.1,355.0,1023.5,52.8,9.9,10.0,0,0,0,1,0,0,0,0,1,0,0,0
51.6,51.6,38.6,60.99,0.0,0,0.0,0.0,0.1,355.0,1023.9,89.9,9.9,45.0,0,0,0,1,0,0,0,0,1,0,0,0
55.0,55.0,38.9,54.44,0.0,0,0.0,0.0,0.1,1.0,1024.2,89.1,9.9,263.0,3,0,0,1,0,0,0,0,1,0,0,0
60.7,60.7,38.8,44.17,0.0,0,0.0,0.0,0.1,9.0,1024.4,63.6,9.9,491.0,5,0,0,1,0,0,0,0,1,0,0,0
65.5,65.5,37.4,35.39,0.0,0,0.0,0.0,5.7,229.0,1024.4,80.1,9.9,338.0,3,0,0,1,0,0,0,0,1,0,0,0
65.9,65.9,38.7,36.83,0.0,0,0.0,0.0,7.2,263.0,1024.4,80.7,9.9,266.0,3,0,0,1,0,0,0,0,1,0,0,0
69.2,69.2,36.2,29.69,0.0,0,0.0,0.0,5.9,264.0,1024.3,82.5,9.9,519.0,5,0,0,1,0,0,0,0,1,0,0,0
71.8,71.8,35.2,26.16,0.0,0,0.0,0.0,0.4,1.0,1023.6,63.6,9.9,331.0,3,0,0,1,0,0,0,0,1,0,0,0
70.9,70.9,38.4,30.62,0.0,0,0.0,0.0,4.6,342.0,1023.5,85.1,9.9,305.0,3,0,0,1,0,0,0,0,1,0,0,0
67.1,67.1,37.4,33.42,0.0,0,0.0,0.0,5.8,193.0,1023.6,80.7,9.9,359.0,4,0,0,1,0,0,0,0,1,0,0,0
68.2,68.2,37.3,32.07,0.0,0,0.0,0.0,8.3,232.0,1023.4,64.9,9.9,527.0,5,0,0,1,0,0,0,0,1,0,0,0
69.9,69.9,37.1,30.11,0.0,0,0.0,0.0,5.9,239.0,1023.0,71.8,9.9,621.0,6,0,0,1,0,0,0,0,1,0,0,0
70.0,70.0,36.5,29.32,0.0,0,0.0,0.0,5.4,181.0,1023.1,81.4,9.9,353.0,4,0,0,1,0,0,0,0,1,0,0,0
67.9,67.9,33.0,27.31,0.0,0,0.0,0.0,8.2,229.0,1022.9,52.9,9.9,94.0,1,0,0,1,0,0,0,0,1,0,0,0
65.0,65.0,36.8,35.16,0.0,0,0.0,0.0,5.5,238.0,1023.0,49.3,9.9,33.0,0,0,0,1,0,0,0,0,1,0,0,0
60.3,60.3,36.4,40.86,0.0,0,0.0,0.0,6.6,210.0,1023.1,45.0,9.9,8.0,0,0,0,1,0,0,0,0,1,0,0,0
56.2,56.2,39.9,54.17,0.0,0,0.0,0.0,7.5,223.0,1023.3,30.0,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
55.0,55.0,42.9,63.59,0.0,0,0.0,0.0,5.7,165.0,1023.8,24.6,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
61.8,61.8,41.1,46.64,0.0,0,0.0,0.0,9.1,322.0,1013.5,0.3,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
60.8,60.8,42.2,50.47,0.0,0,0.0,0.0,9.1,331.0,1013.7,0.0,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
56.9,56.9,43.1,59.77,0.0,0,0.0,0.0,10.0,341.0,1014.2,0.0,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
55.3,55.3,43.1,63.39,0.0,0,0.0,0.0,8.3,351.0,1014.7,0.0,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
53.3,53.3,43.0,67.98,0.0,0,0.0,0.0,6.0,351.0,1015.2,0.0,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
51.4,51.4,42.1,70.55,0.0,0,0.0,0.0,5.7,341.0,1015.5,0.0,9.9,3.2,0,1,0,0,0,0,0,0,1,0,0,0
51.0,51.0,43.0,73.78,0.0,0,0.0,0.0,7.5,343.0,1016.1,0.0,9.9,12.0,0,1,0,0,0,0,0,0,1,0,0,0
56.0,56.0,44.1,64.16,0.0,0,0.0,0.0,6.8,342.0,1016.4,0.0,9.9,109.0,1,1,0,0,0,0,0,0,1,0,0,0
58.9,58.9,43.1,55.73,0.0,0,0.0,0.0,10.0,2.0,1016.4,0.0,9.9,315.0,3,1,0,0,0,0,0,0,1,0,0,0
60.9,60.9,43.1,51.91,0.0,0,0.0,0.0,8.1,18.0,1016.6,24.6,9.9,511.0,5,0,0,1,0,0,0,0,1,0,0,0
63.8,63.8,42.2,45.22,0.0,0,0.0,0.0,5.1,315.0,1016.7,24.6,9.9,685.0,7,0,0,1,0,0,0,0,1,0,0,0
64.0,64.0,39.3,40.14,0.0,0,0.0,0.0,9.3,347.0,1016.9,27.3,9.9,827.0,8,0,0,1,0,0,0,0,1,0,0,0
65.7,65.7,40.9,40.23,0.0,0,0.0,0.0,11.5,302.0,1017.3,24.9,9.9,908.0,9,0,0,1,0,0,0,0,1,0,0,0
65.8,65.8,37.3,34.84,0.0,0,0.0,0.0,8.3,309.0,1017.0,24.6,9.9,944.0,9,0,0,1,0,0,0,0,1,0,0,0
66.8,66.8,37.4,33.77,0.0,0,0.0,0.0,9.6,292.0,1016.7,24.6,9.9,927.0,9,0,0,1,0,0,0,0,1,0,0,0
69.1,69.1,35.5,28.94,0.0,0,0.0,0.0,13.9,326.0,1016.6,45.0,9.9,814.0,8,0,0,1,0,0,0,0,1,0,0,0
66.4,66.4,42.5,41.88,0.0,0,0.0,0.0,7.9,303.0,1016.0,45.0,9.9,438.0,4,0,0,1,0,0,0,0,1,0,0,0
67.1,67.1,43.4,42.32,0.0,0,0.0,0.0,15.7,258.0,1015.6,80.1,9.9,537.0,5,0,0,1,0,0,0,0,1,0,0,0
67.1,67.1,45.1,45.02,0.0,0,0.0,0.0,17.2,247.0,1015.5,80.1,9.9,500.0,5,0,0,1,0,0,0,0,1,0,0,0
65.5,65.5,46.6,50.36,0.0,0,0.0,0.0,14.6,259.0,1015.3,80.1,9.9,187.0,2,0,0,1,0,0,0,0,1,0,0,0
65.2,65.2,47.1,51.8,0.0,0,0.0,0.0,10.0,252.0,1015.3,80.1,9.9,58.0,1,0,0,1,0,0,0,0,1,0,0,0
63.0,63.0,49.5,61.4,0.0,0,0.0,0.0,6.7,254.0,1015.4,45.0,9.9,16.0,0,0,0,1,0,0,0,0,1,0,0,0
60.0,60.0,43.4,54.25,0.0,0,0.0,0.0,7.2,349.0,1016.0,24.6,9.9,1.0,0,0,0,1,0,0,0,0,1,0,0,0
58.6,58.6,37.5,45.2,0.0,0,0.0,0.0,3.0,357.0,1016.1,24.6,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
75.7,75.7,67.9,76.97,0.0,0,0.0,0.0,11.8,233.0,1013.4,72.3,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
74.8,74.8,68.0,79.54,0.0,0,0.0,0.0,12.6,251.0,1013.9,98.9,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
73.9,73.9,69.0,84.65,0.0,0,0.0,0.0,10.1,253.0,1013.9,89.1,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
73.7,73.7,68.7,84.56,0.0,0,0.0,0.0,9.0,273.0,1014.2,100.0,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
71.7,71.7,64.9,79.18,0.0,0,0.0,0.0,10.2,301.0,1014.7,100.0,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
69.9,69.9,64.1,81.71,0.0,0,0.0,0.0,7.9,310.0,1015.0,81.4,9.9,0.4,0,0,0,1,0,0,0,0,1,0,0,0
66.6,66.6,63.4,89.25,0.0,0,0.0,0.0,4.7,302.0,1015.7,11.0,9.9,7.0,0,1,0,0,0,0,0,0,1,0,0,0
69.0,69.0,63.0,81.31,0.0,0,0.0,0.0,4.8,319.0,1016.5,80.1,9.9,42.0,0,0,0,1,0,0,0,0,1,0,0,0
70.0,70.0,63.0,78.58,0.0,0,0.0,0.0,5.9,339.0,1017.1,63.6,9.9,101.0,1,0,0,1,0,0,0,0,1,0,0,0
71.0,71.0,62.1,73.56,0.0,0,0.0,0.0,7.1,339.0,1017.6,26.0,9.9,191.0,2,0,0,1,0,0,0,0,1,0,0,0
72.9,72.9,61.9,68.58,0.0,0,0.0,0.0,5.0,316.0,1017.8,85.5,9.9,334.0,3,0,0,1,0,0,0,0,1,0,0,0
74.6,74.6,62.7,66.66,0.0,0,0.0,0.0,0.7,1.0,1017.9,90.4,9.9,362.0,4,0,1,0,0,0,0,0,1,0,0,0
75.5,75.5,62.7,64.34,0.0,0,0.0,0.0,5.0,47.0,1018.0,90.1,9.9,429.0,4,0,1,0,0,0,0,0,1,0,0,0
75.5,75.5,60.9,60.57,0.0,0,0.0,0.0,6.7,324.0,1018.2,90.4,9.9,404.0,4,0,1,0,0,0,0,0,1,0,0,0
74.6,74.6,61.0,62.62,0.0,0,0.0,0.0,8.9,360.0,1018.0,69.5,9.9,221.0,2,0,0,1,0,0,0,0,1,0,0,0
73.9,73.9,60.9,63.99,0.0,0,0.0,0.0,5.9,30.0,1017.9,86.0,9.9,182.0,2,0,0,1,0,0,0,0,1,0,0,0
73.2,73.2,62.7,69.81,0.01,100,0.0,0.0,4.8,67.0,1017.4,88.4,9.9,202.0,2,0,0,0,0,1,0,0,0,1,0,0
73.8,73.8,62.6,68.0,0.0,0,0.0,0.0,6.9,58.0,1017.0,86.0,9.9,156.0,2,0,0,1,0,0,0,0,1,0,0,0
72.9,72.9,62.5,69.94,0.0,0,0.0,0.0,5.8,75.0,1017.1,90.1,9.9,105.0,1,0,1,0,0,0,0,0,1,0,0,0
71.9,71.9,63.7,75.5,0.0,0,0.0,0.0,6.8,66.0,1016.7,97.8,9.9,69.0,1,0,1,0,0,0,0,0,1,0,0,0
70.0,70.0,62.9,78.11,0.0,0,0.0,0.0,7.5,43.0,1016.9,97.8,9.9,19.0,0,0,1,0,0,0,0,0,1,0,0,0
68.0,68.0,63.9,86.61,0.0,0,0.0,0.0,8.7,61.0,1016.6,97.8,9.9,8.0,0,0,1,0,0,0,0,0,1,0,0,0
67.9,67.9,62.9,84.06,0.0,0,0.0,0.0,8.8,69.0,1017.2,95.0,9.8,0.0,0,0,1,0,0,0,0,0,1,0,0,0
