temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,conditions_Clear,conditions_Overcast,conditions_Partly_cloudy,conditions_Rain_overcast,conditions_Rain_partly_cloudy,conditions_Snow_overcast,conditions_Snow_rain_overcast,preciptype_no_precipitation,preciptype_rain,preciptype_rain_and_snow,preciptype_snow
54.4,54.4,33.1,44.23,0.0,0,0.0,0.0,4.2,53.0,1014.0,32.3,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
52.6,52.6,29.0,40.07,0.001,100,0.0,0.0,17.8,52.0,1014.4,90.0,9.9,0.0,0,0,0,0,0,1,0,0,0,1,0,0
48.5,43.8,37.7,66.21,0.019,100,0.0,0.0,10.9,109.0,1014.5,90.0,9.9,0.0,0,0,0,0,0,1,0,0,0,1,0,0
48.6,44.3,36.7,63.29,0.002,100,0.0,0.0,9.9,132.0,1014.5,100.0,9.9,0.0,0,0,0,0,1,0,0,0,0,1,0,0
49.6,46.9,39.4,67.79,0.0,0,0.0,0.0,6.5,146.0,1014.0,83.7,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
49.3,47.5,39.4,68.37,0.0,0,0.0,0.0,4.9,125.0,1013.7,25.7,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
47.0,44.3,39.3,74.4,0.0,0,0.0,0.0,5.6,342.0,1014.2,25.8,9.9,0.5,0,0,0,1,0,0,0,0,1,0,0,0
45.5,42.6,38.3,75.87,0.0,0,0.0,0.0,5.5,8.0,1015.1,25.2,9.9,14.0,0,0,0,1,0,0,0,0,1,0,0,0
46.6,44.8,37.9,71.53,0.0,0,0.0,0.0,4.3,28.0,1015.5,25.2,9.9,73.0,1,0,0,1,0,0,0,0,1,0,0,0
52.8,52.8,40.8,63.73,0.0,0,0.0,0.0,0.2,4.0,1015.8,25.8,9.9,252.0,3,0,0,1,0,0,0,0,1,0,0,0
58.4,58.4,42.0,54.39,0.0,0,0.0,0.0,0.5,352.0,1015.8,25.7,9.9,488.0,5,0,0,1,0,0,0,0,1,0,0,0
61.7,61.7,44.7,53.59,0.0,0,0.0,0.0,0.9,8.0,1016.0,24.6,9.9,639.0,6,0,0,1,0,0,0,0,1,0,0,0
65.4,65.4,43.9,45.72,0.0,0,0.0,0.0,5.8,82.0,1016.1,24.6,9.9,745.0,7,0,0,1,0,0,0,0,1,0,0,0
66.7,66.7,44.9,45.4,0.0,0,0.0,0.0,5.9,52.0,1015.5,0.0,9.9,792.0,8,1,0,0,0,0,0,0,1,0,0,0
70.8,70.8,45.9,41.0,0.0,0,0.0,0.0,8.0,23.0,1015.3,24.6,9.9,793.0,8,0,0,1,0,0,0,0,1,0,0,0
70.8,70.8,44.7,39.13,0.0,0,0.0,0.0,7.1,35.0,1015.1,24.6,9.9,731.0,7,0,0,1,0,0,0,0,1,0,0,0
71.6,71.6,42.6,35.14,0.0,0,0.0,0.0,9.1,51.0,1014.4,45.0,9.9,556.0,6,0,0,1,0,0,0,0,1,0,0,0
72.7,72.7,41.8,32.88,0.0,0,0.0,0.0,4.0,54.0,1014.2,45.0,9.9,358.0,4,0,0,1,0,0,0,0,1,0,0,0
70.5,70.5,37.6,30.04,0.0,0,0.0,0.0,13.7,51.0,1014.6,80.1,9.9,88.0,1,0,0,1,0,0,0,0,1,0,0,0
66.4,66.4,36.1,32.56,0.0,0,0.0,0.0,11.2,51.0,1014.8,80.1,9.9,49.0,0,0,0,1,0,0,0,0,1,0,0,0
61.6,61.6,36.2,38.65,0.0,0,0.0,0.0,9.0,52.0,1014.9,45.0,9.9,11.0,0,0,0,1,0,0,0,0,1,0,0,0
58.5,58.5,37.2,44.97,0.0,0,0.0,0.0,8.1,53.0,1015.3,45.0,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
56.5,56.5,36.0,46.15,0.0,0,0.0,0.0,9.0,71.0,1015.3,45.0,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
55.5,55.5,36.0,47.76,0.0,0,0.0,0.0,7.8,81.0,1015.0,24.6,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
47.7,44.0,35.1,61.45,0.001,100,0.0,0.0,7.9,245.0,1016.2,99.9,9.9,0.0,0,0,0,0,1,0,0,0,0,1,0,0
47.4,43.8,35.3,62.69,0.002,100,0.0,0.0,7.7,296.0,1016.1,99.4,9.8,0.0,0,0,0,0,1,0,0,0,0,1,0,0
43.0,37.8,38.2,82.96,0.071,100,0.0,0.0,8.9,339.0,1016.4,100.0,6.8,0.0,0,0,0,0,1,0,0,0,0,1,0,0
42.2,39.1,37.4,83.0,0.106,100,0.0,0.0,4.9,42.0,1015.8,100.0,8.6,0.0,0,0,0,0,1,0,0,0,0,1,0,0
42.0,38.9,38.2,86.24,0.092,100,0.0,0.0,4.9,67.0,1015.5,100.0,6.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0
41.0,35.8,38.1,89.53,0.108,100,0.0,0.0,8.0,50.0,1015.2,100.0,7.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0
40.9,36.2,37.3,86.9,0.071,100,0.0,0.0,6.9,31.0,1014.9,100.0,9.9,1.0,0,0,0,0,1,0,0,0,0,1,0,0
41.0,38.2,37.3,86.71,0.018,100,0.0,0.0,4.2,48.0,1015.2,100.0,9.6,9.0,0,0,0,0,1,0,0,0,0,1,0,0
42.0,37.8,38.1,85.94,0.02,100,0.0,0.0,6.7,40.0,1015.2,100.0,9.9,38.0,0,0,0,0,1,0,0,0,0,1,0,0
42.9,39.2,38.1,83.02,0.011,100,0.0,0.0,6.0,56.0,1015.3,100.0,9.6,59.0,1,0,0,0,1,0,0,0,0,1,0,0
42.9,39.2,38.8,85.37,0.036,100,0.0,0.0,6.0,58.0,1015.2,100.0,6.8,99.0,1,0,0,0,1,0,0,0,0,1,0,0
43.7,40.0,38.1,80.52,0.013,100,0.0,0.0,6.3,49.0,1014.9,100.0,6.6,210.0,2,0,0,0,1,0,0,0,0,1,0,0
43.8,39.6,38.1,80.19,0.018,100,0.0,0.0,7.1,30.0,1014.6,100.0,8.7,208.0,2,0,0,0,1,0,0,0,0,1,0,0
43.9,40.3,40.8,88.75,0.0,0,0.0,0.0,6.1,4.0,1014.2,100.0,9.9,202.0,2,0,1,0,0,0,0,0,1,0,0,0
44.7,40.3,40.7,86.03,0.018,100,0.0,0.0,8.1,3.0,1013.9,100.0,8.1,160.0,2,0,0,0,1,0,0,0,0,1,0,0
44.1,39.7,40.9,88.58,0.029,100,0.0,0.0,7.7,360.0,1013.9,100.0,9.9,112.0,1,0,0,0,1,0,0,0,0,1,0,0
45.0,41.9,40.8,85.02,0.028,100,0.0,0.0,5.7,19.0,1013.7,99.0,8.8,123.0,1,0,0,0,1,0,0,0,0,1,0,0
44.3,39.8,39.8,84.14,0.011,100,0.0,0.0,7.9,42.0,1013.7,100.0,9.9,137.0,1,0,0,0,1,0,0,0,0,1,0,0
45.1,41.9,39.0,79.04,0.0,0,0.0,0.0,5.8,103.0,1013.7,99.0,9.9,130.0,1,0,1,0,0,0,0,0,1,0,0,0
45.0,42.9,38.9,79.03,0.0,0,0.0,0.0,4.3,79.0,1013.7,89.1,9.9,92.0,1,0,0,1,0,0,0,0,1,0,0,0
44.7,41.6,38.9,79.92,0.0,0,0.0,0.0,5.7,113.0,1013.4,30.2,9.9,28.0,0,0,0,1,0,0,0,0,1,0,0,0
43.7,43.7,39.6,85.48,0.0,0,0.0,0.0,0.4,15.0,1013.5,88.9,9.9,5.0,0,0,0,1,0,0,0,0,1,0,0,0
43.8,41.3,38.9,82.94,0.0,0,0.0,0.0,4.5,133.0,1013.4,90.0,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
41.8,41.8,38.8,89.12,0.0,0,0.0,0.0,3.0,104.0,1012.7,54.0,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
70.7,70.7,57.8,63.63,0.0,0,0.0,0.0,5.8,182.0,1016.5,0.0,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
69.9,69.9,57.0,63.56,0.0,0,0.0,0.0,5.8,155.0,1016.2,0.0,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
69.8,69.8,57.8,65.65,0.0,0,0.0,0.0,5.7,155.0,1015.9,24.6,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
69.1,69.1,57.9,67.51,0.0,0,0.0,0.0,5.7,117.0,1015.8,24.6,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
68.0,68.0,59.1,73.12,0.0,0,0.0,0.0,3.6,164.0,1015.8,24.6,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
66.8,66.8,59.0,76.17,0.0,0,0.0,0.0,5.7,181.0,1016.0,24.6,9.9,1.5,0,0,0,1,0,0,0,0,1,0,0,0
68.9,68.9,60.9,75.75,0.0,0,0.0,0.0,5.3,189.0,1016.2,45.0,9.9,21.0,0,0,0,1,0,0,0,0,1,0,0,0
71.8,71.8,62.0,71.43,0.0,0,0.0,0.0,3.7,174.0,1016.8,87.8,9.9,73.0,1,0,0,1,0,0,0,0,1,0,0,0
74.7,74.7,64.0,69.47,0.0,0,0.0,0.0,7.0,183.0,1017.1,80.1,9.9,121.0,1,0,0,1,0,0,0,0,1,0,0,0
78.7,78.7,65.0,62.89,0.0,0,0.0,0.0,11.3,220.0,1017.0,80.1,9.9,262.0,3,0,0,1,0,0,0,0,1,0,0,0
80.7,82.8,66.0,60.91,0.0,0,0.0,0.0,13.6,238.0,1017.0,82.5,9.9,523.0,5,0,0,1,0,0,0,0,1,0,0,0
82.1,84.7,67.0,60.2,0.0,0,0.0,0.0,13.5,237.0,1016.9,85.5,9.9,704.0,7,0,0,1,0,0,0,0,1,0,0,0
83.0,85.5,66.9,58.55,0.0,0,0.0,0.0,14.7,237.0,1017.2,8.8,9.9,527.0,5,1,0,0,0,0,0,0,1,0,0,0
81.1,83.2,66.0,60.28,0.0,0,0.0,0.0,11.7,239.0,1016.8,80.7,9.9,668.0,7,0,0,1,0,0,0,0,1,0,0,0
83.2,85.7,66.8,57.93,0.0,0,0.0,0.0,11.7,221.0,1016.7,81.2,9.9,883.0,9,0,0,1,0,0,0,0,1,0,0,0
83.3,85.4,66.0,56.04,0.0,0,0.0,0.0,15.3,222.0,1016.6,80.1,9.9,718.0,7,0,0,1,0,0,0,0,1,0,0,0
81.2,83.0,65.1,58.15,0.0,0,0.0,0.0,16.0,239.0,1016.3,80.1,9.9,504.0,5,0,0,1,0,0,0,0,1,0,0,0
79.6,79.6,65.9,62.98,0.0,0,0.0,0.0,13.1,222.0,1016.0,81.2,9.9,341.0,3,0,0,1,0,0,0,0,1,0,0,0
79.5,79.5,65.0,61.23,0.0,0,0.0,0.0,11.4,222.0,1015.7,80.4,9.9,254.0,3,0,0,1,0,0,0,0,1,0,0,0
78.6,78.6,64.9,63.07,0.0,0,0.0,0.0,10.2,212.0,1015.7,80.1,9.9,117.0,1,0,0,1,0,0,0,0,1,0,0,0
75.3,75.3,64.9,70.09,0.0,0,0.0,0.0,10.2,211.0,1016.0,86.0,9.9,51.0,1,0,0,1,0,0,0,0,1,0,0,0
74.8,74.8,64.1,69.57,0.0,0,0.0,0.0,10.1,220.0,1016.0,86.0,9.9,14.0,0,0,0,1,0,0,0,0,1,0,0,0
74.5,74.5,64.9,72.01,0.0,0,0.0,0.0,7.0,209.0,1016.3,90.1,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
74.5,74.5,64.2,70.34,0.0,0,0.0,0.0,7.9,217.0,1016.3,90.1,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
72.0,72.0,70.1,93.55,0.0,0,0.0,0.0,4.3,208.0,1014.6,24.6,5.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
71.1,71.1,69.1,93.28,0.0,0,0.0,0.0,5.5,231.0,1014.2,24.6,4.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
72.9,72.9,70.0,90.7,0.0,0,0.0,0.0,7.6,228.0,1014.5,45.0,6.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
73.0,73.0,69.2,88.04,0.0,0,0.0,0.0,4.2,218.0,1013.7,47.4,9.5,0.0,0,0,0,1,0,0,0,0,1,0,0,0
71.9,71.9,69.1,90.8,0.0,0,0.0,0.0,3.4,202.0,1013.8,84.8,9.5,0.0,0,0,0,1,0,0,0,0,1,0,0,0
71.9,71.9,69.1,90.8,0.0,0,0.0,0.0,4.7,205.0,1013.7,88.1,8.5,1.0,0,0,0,1,0,0,0,0,1,0,0,0
71.9,71.9,69.2,91.02,0.0,0,0.0,0.0,4.2,209.0,1013.7,89.9,9.7,8.0,0,0,0,1,0,0,0,0,1,0,0,0
71.9,71.9,68.0,87.63,0.0,0,0.0,0.0,6.5,214.0,1013.6,73.5,9.5,44.0,0,0,0,1,0,0,0,0,1,0,0,0
73.9,73.9,69.2,85.16,0.0,0,0.0,0.0,7.7,229.0,1013.7,83.7,9.7,146.0,1,0,0,1,0,0,0,0,1,0,0,0
75.8,75.8,69.2,80.03,0.0,0,0.0,0.0,9.7,253.0,1013.9,54.0,9.7,411.0,4,0,0,1,0,0,0,0,1,0,0,0
78.1,78.1,68.2,71.68,0.0,0,0.0,0.0,12.1,234.0,1014.1,53.8,9.8,597.0,6,0,0,1,0,0,0,0,1,0,0,0
79.0,79.0,67.0,66.67,0.0,0,0.0,0.0,12.2,231.0,1014.3,55.0,9.7,705.0,7,0,0,1,0,0,0,0,1,0,0,0
79.9,79.9,68.1,67.36,0.0,0,0.0,0.0,11.3,265.0,1014.3,55.0,9.8,558.0,6,0,0,1,0,0,0,0,1,0,0,0
82.5,86.3,69.7,65.39,0.0,0,0.0,0.0,8.3,257.0,1014.0,54.8,9.9,798.0,8,0,0,1,0,0,0,0,1,0,0,0
80.6,83.5,68.8,67.5,0.0,0,0.0,0.0,9.3,23.0,1013.9,85.7,9.9,682.0,7,0,0,1,0,0,0,0,1,0,0,0
80.6,83.2,67.7,64.77,0.0,0,0.0,0.0,9.4,51.0,1013.7,46.3,9.9,437.0,4,0,0,1,0,0,0,0,1,0,0,0
78.6,78.6,65.7,64.52,0.0,0,0.0,0.0,9.5,33.0,1013.9,60.9,9.9,573.0,6,0,0,1,0,0,0,0,1,0,0,0
76.6,76.6,64.0,65.1,0.0,0,0.0,0.0,14.8,42.0,1013.2,67.2,9.9,510.0,5,0,0,1,0,0,0,0,1,0,0,0
72.8,72.8,62.8,70.81,0.0,0,0.0,0.0,15.0,42.0,1013.4,69.2,9.9,437.0,4,0,0,1,0,0,0,0,1,0,0,0
69.0,69.0,61.1,75.79,0.0,0,0.0,0.0,14.7,42.0,1013.8,72.6,9.9,90.0,1,0,0,1,0,0,0,0,1,0,0,0
67.8,67.8,60.0,76.14,0.0,0,0.0,0.0,13.4,60.0,1014.6,86.6,9.9,49.0,0,0,0,1,0,0,0,0,1,0,0,0
66.7,66.7,59.0,76.26,0.0,0,0.0,0.0,11.3,53.0,1014.7,100.0,9.9,6.0,0,0,1,0,0,0,0,0,1,0,0,0
65.6,65.6,60.9,84.86,0.01,100,0.0,0.0,11.0,62.0,1015.0,99.9,9.4,0.0,0,0,0,0,1,0,0,0,0,1,0,0
63.9,63.9,60.1,87.51,0.037,100,0.0,0.0,11.2,28.0,1014.3,100.0,9.2,0.0,0,0,0,0,1,0,0,0,0,1,0,0
72.0,72.0,63.2,73.8,0.0,0,0.0,0.0,5.9,174.0,1017.1,80.1,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
72.0,72.0,63.3,74.03,0.0,0,0.0,0.0,4.9,181.0,1017.0,80.7,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
71.1,71.1,63.3,76.31,0.0,0,0.0,0.0,6.0,173.0,1016.6,47.7,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
70.2,70.2,63.3,78.65,0.0,0,0.0,0.0,5.0,174.0,1016.2,24.6,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
70.0,70.0,62.3,76.68,0.0,0,0.0,0.0,3.6,166.0,1016.2,24.9,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
69.1,69.1,62.3,78.8,0.0,0,0.0,0.0,5.8,182.0,1016.2,24.6,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
68.1,68.1,62.4,81.85,0.0,0,0.0,0.0,4.7,194.0,1016.3,45.0,9.9,1.0,0,0,0,1,0,0,0,0,1,0,0,0
69.2,69.2,62.4,79.01,0.0,0,0.0,0.0,6.2,189.0,1016.4,90.1,9.8,25.0,0,0,1,0,0,0,0,0,1,0,0,0
71.2,71.2,63.4,76.2,0.0,0,0.0,0.0,4.6,191.0,1016.6,80.1,9.9,75.0,1,0,0,1,0,0,0,0,1,0,0,0
74.1,74.1,64.4,71.85,0.0,0,0.0,0.0,6.1,192.0,1016.7,80.1,9.9,256.0,3,0,0,1,0,0,0,0,1,0,0,0
79.8,79.8,64.5,59.51,0.0,0,0.0,0.0,6.2,238.0,1016.2,80.1,9.9,494.0,5,0,0,1,0,0,0,0,1,0,0,0
80.9,82.6,64.5,57.41,0.0,0,0.0,0.0,8.8,250.0,1016.2,45.0,9.9,633.0,6,0,0,1,0,0,0,0,1,0,0,0
82.1,83.4,63.4,53.31,0.0,0,0.0,0.0,8.0,219.0,1016.0,25.2,9.9,730.0,7,0,0,1,0,0,0,0,1,0,0,0
83.9,84.9,63.2,49.98,0.0,0,0.0,0.0,10.0,220.0,1016.0,45.0,9.9,795.0,8,0,0,1,0,0,0,0,1,0,0,0
83.9,84.9,63.0,49.58,0.0,0,0.0,0.0,10.5,221.0,1016.1,88.4,9.9,778.0,8,0,0,1,0,0,0,0,1,0,0,0
84.7,85.7,63.1,48.48,0.0,0,0.0,0.0,11.1,254.0,1015.4,88.1,9.9,740.0,7,0,0,1,0,0,0,0,1,0,0,0
85.7,86.7,63.2,47.01,0.0,0,0.0,0.0,10.2,250.0,1015.1,80.4,9.9,563.0,6,0,0,1,0,0,0,0,1,0,0,0
82.7,83.9,63.3,52.1,0.0,0,0.0,0.0,11.7,251.0,1015.3,94.3,9.9,261.0,3,0,1,0,0,0,0,0,1,0,0,0
83.3,84.6,63.6,51.46,0.0,0,0.0,0.0,6.9,269.0,1014.9,81.4,9.9,290.0,3,0,0,1,0,0,0,0,1,0,0,0
79.7,79.7,68.0,67.39,0.0,0,0.0,0.0,5.7,333.0,1014.7,80.1,9.9,132.0,1,0,0,1,0,0,0,0,1,0,0,0
78.7,78.7,68.0,69.81,0.0,0,0.0,0.0,3.6,178.0,1015.0,80.1,9.9,54.0,1,0,0,1,0,0,0,0,1,0,0,0
76.6,76.6,64.6,66.6,0.0,0,0.0,0.0,7.7,182.0,1015.5,80.1,9.8,11.0,0,0,0,1,0,0,0,0,1,0,0,0
75.6,75.6,64.6,68.71,0.0,0,0.0,0.0,5.2,245.0,1016.2,45.0,9.8,0.0,0,0,0,1,0,0,0,0,1,0,0,0
75.4,75.4,65.4,70.97,0.0,0,0.0,0.0,3.4,239.0,1016.3,45.0,9.8,0.0,0,0,0,1,0,0,0,0,1,0,0,0
61.9,61.9,51.1,67.76,0.0,0,0.0,0.0,5.8,290.0,1013.3,25.7,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
61.0,61.0,51.2,70.12,0.0,0,0.0,0.0,5.7,241.0,1013.7,25.7,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
59.9,59.9,51.2,72.78,0.0,0,0.0,0.0,4.4,240.0,1013.8,0.0,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
59.0,59.0,51.2,75.48,0.0,0,0.0,0.0,4.7,191.0,1013.6,0.0,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
56.1,56.1,51.2,83.63,0.0,0,0.0,0.0,4.7,163.0,1013.4,0.0,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
55.9,55.9,51.1,84.0,0.0,0,0.0,0.0,5.5,161.0,1013.7,0.0,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
56.0,56.0,51.1,83.6,0.0,0,0.0,0.0,5.6,161.0,1014.0,0.0,9.9,0.5,0,1,0,0,0,0,0,0,1,0,0,0
55.0,55.0,50.9,86.25,0.0,0,0.0,0.0,4.7,149.0,1014.3,24.6,9.9,9.0,0,0,0,1,0,0,0,0,1,0,0,0
57.9,57.9,52.2,81.26,0.0,0,0.0,0.0,3.1,156.0,1014.3,24.6,9.9,27.0,0,0,0,1,0,0,0,0,1,0,0,0
63.2,63.2,55.3,75.36,0.0,0,0.0,0.0,8.1,171.0,1014.1,24.6,9.9,97.0,1,0,0,1,0,0,0,0,1,0,0,0
69.3,69.3,55.3,60.97,0.0,0,0.0,0.0,8.2,190.0,1014.3,24.6,9.9,468.0,5,0,0,1,0,0,0,0,1,0,0,0
72.1,72.1,55.1,55.2,0.0,0,0.0,0.0,5.3,204.0,1013.9,24.6,9.9,625.0,6,0,0,1,0,0,0,0,1,0,0,0
74.9,74.9,54.1,48.37,0.0,0,0.0,0.0,11.0,211.0,1013.1,24.9,9.9,738.0,7,0,0,1,0,0,0,0,1,0,0,0
77.0,77.0,55.1,46.88,0.0,0,0.0,0.0,12.3,230.0,1012.6,25.7,9.9,804.0,8,0,0,1,0,0,0,0,1,0,0,0
78.1,78.1,55.0,44.84,0.0,0,0.0,0.0,10.8,201.0,1011.7,25.2,9.9,790.0,8,0,0,1,0,0,0,0,1,0,0,0
79.1,79.1,55.0,43.36,0.0,0,0.0,0.0,13.2,200.0,1010.2,24.9,9.9,722.0,7,0,0,1,0,0,0,0,1,0,0,0
80.1,80.3,55.8,43.29,0.0,0,0.0,0.0,12.8,220.0,1009.9,24.6,9.9,568.0,6,0,0,1,0,0,0,0,1,0,0,0
80.1,80.3,56.1,43.86,0.0,0,0.0,0.0,10.7,201.0,1008.5,45.4,9.9,282.0,3,0,0,1,0,0,0,0,1,0,0,0
80.1,80.5,57.8,46.57,0.0,0,0.0,0.0,11.1,200.0,1007.9,49.4,9.9,82.0,1,0,0,1,0,0,0,0,1,0,0,0
79.9,79.9,58.8,48.61,0.0,0,0.0,0.0,10.9,198.0,1008.1,88.9,9.9,43.0,0,0,0,1,0,0,0,0,1,0,0,0
78.0,78.0,60.0,53.96,0.0,0,0.0,0.0,8.0,191.0,1007.9,88.9,9.9,8.0,0,0,0,1,0,0,0,0,1,0,0,0
71.5,71.5,56.5,59.15,0.0,0,0.0,0.0,15.5,357.0,1008.5,99.1,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0
65.0,65.0,61.0,87.02,0.106,100,0.0,0.0,3.5,74.0,1009.1,95.9,8.5,0.0,0,0,0,0,1,0,0,0,0,1,0,0
64.9,64.9,61.0,87.27,0.036,100,0.0,0.0,8.0,123.0,1008.4,100.0,9.7,0.0,0,0,0,0,1,0,0,0,0,1,0,0
61.0,61.0,58.8,92.37,0.0,0,0.0,0.0,4.8,43.0,1025.5,25.8,9.5,0.0,0,0,0,1,0,0,0,0,1,0,0,0
60.2,60.2,58.8,95.33,0.0,0,0.0,0.0,3.5,53.0,1025.3,1.2,9.5,0.0,0,1,0,0,0,0,0,0,1,0,0,0
60.1,60.1,57.8,91.9,0.0,0,0.0,0.0,3.5,51.0,1025.1,9.9,9.4,0.0,0,1,0,0,0,0,0,0,1,0,0,0
58.0,58.0,57.0,96.42,0.0,0,0.0,0.0,3.4,47.0,1025.2,5.9,3.4,0.0,0,1,0,0,0,0,0,0,1,0,0,0
60.9,60.9,57.8,89.46,0.0,0,0.0,0.0,5.3,120.0,1024.6,12.0,9.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0
60.0,60.0,56.9,89.6,0.0,0,0.0,0.0,4.2,132.0,1024.4,4.6,9.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0
59.9,59.9,57.6,92.22,0.0,0,0.0,0.0,4.3,120.0,1024.4,4.6,9.1,0.0,0,1,0,0,0,0,0,0,1,0,0,0
59.8,59.8,56.8,89.56,0.0,0,0.0,0.0,4.3,189.0,1024.9,31.4,9.1,6.7,0,0,0,1,0,0,0,0,1,0,0,0
59.8,59.8,57.5,92.08,0.0,0,0.0,0.0,5.2,137.0,1025.3,52.9,9.2,26.0,0,0,0,1,0,0,0,0,1,0,0,0
62.6,62.6,58.7,87.26,0.0,0,0.0,0.0,4.2,160.0,1025.6,85.7,9.7,148.0,1,0,0,1,0,0,0,0,1,0,0,0
65.8,65.8,60.2,82.26,0.0,0,0.0,0.0,4.3,153.0,1025.7,53.7,9.6,319.0,3,0,0,1,0,0,0,0,1,0,0,0
69.9,69.9,62.1,76.37,0.0,0,0.0,0.0,5.9,208.0,1025.3,88.8,9.9,419.0,4,0,0,1,0,0,0,0,1,0,0,0
71.1,71.1,62.2,73.48,0.0,0,0.0,0.0,4.6,215.0,1025.0,52.8,9.9,494.0,5,0,0,1,0,0,0,0,1,0,0,0
74.8,74.8,63.0,66.78,0.0,0,0.0,0.0,0.4,339.0,1024.5,53.4,9.9,645.0,6,0,0,1,0,0,0,0,1,0,0,0
77.8,77.8,63.0,60.27,0.0,0,0.0,0.0,0.0,359.0,1023.6,33.4,9.8,607.0,6,0,0,1,0,0,0,0,1,0,0,0
78.7,78.7,62.3,57.13,0.0,0,0.0,0.0,0.9,3.0,1022.5,33.4,9.9,492.0,5,0,0,1,0,0,0,0,1,0,0,0
79.5,79.5,62.3,55.78,0.0,0,0.0,0.0,0.8,4.0,1022.0,54.0,9.9,301.0,3,0,0,1,0,0,0,0,1,0,0,0
79.3,79.3,62.3,55.97,0.0,0,0.0,0.0,0.7,5.0,1021.4,80.1,9.9,260.0,3,0,0,1,0,0,0,0,1,0,0,0
75.5,75.5,65.8,71.69,0.0,0,0.0,0.0,6.9,21.0,1021.2,24.6,9.9,32.0,0,0,0,1,0,0,0,0,1,0,0,0
71.7,71.7,64.8,79.07,0.0,0,0.0,0.0,7.8,30.0,1021.2,24.6,9.9,9.0,0,0,0,1,0,0,0,0,1,0,0,0
68.7,68.7,63.9,84.73,0.0,0,0.0,0.0,7.5,28.0,1021.5,24.6,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
66.6,66.6,62.8,87.52,0.0,0,0.0,0.0,5.7,31.0,1021.5,24.6,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
65.7,65.7,62.7,89.97,0.0,0,0.0,0.0,3.4,43.0,1021.2,45.0,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
64.7,64.7,61.8,90.19,0.0,0,0.0,0.0,3.4,50.0,1021.3,80.1,9.8,0.0,0,0,0,1,0,0,0,0,1,0,0,0
37.8,34.3,29.9,73.17,0.0,0,0.0,0.0,4.5,158.0,1022.8,24.6,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
37.0,32.7,29.1,72.9,0.0,0,0.0,0.0,5.3,157.0,1022.8,24.6,9.9,0.0,0,0,0,1,0,0,0,0,1,0,0,0
37.6,32.7,27.2,65.77,0.0,0,0.0,0.0,6.2,192.0,1022.2,0.0,9.8,0.0,0,1,0,0,0,0,0,0,1,0,0,0
35.7,30.5,26.3,68.16,0.0,0,0.0,0.0,6.2,155.0,1022.2,0.0,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
35.6,30.2,26.3,68.4,0.0,0,0.0,0.0,6.5,165.0,1022.1,0.0,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
37.6,33.1,26.4,63.63,0.0,0,0.0,0.0,5.6,161.0,1022.2,0.0,9.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0
