name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york state,2021-03-23,18.9,6.7,12.8,18.9,4.7,12.1,-4.3,31.5,0,0,0,,0,0,,19,149.6,1020.6,78.3,16,165.6,14.2,6,,2021-03-23T07:12:33,2021-03-23T19:31:23,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-03-24,21.9,10.9,15.9,21.9,10.9,15.9,8,60.5,0.134,100,25,rain,0,0,36.8,23.6,182.7,1013,83.6,16,167.1,14.6,8,,2021-03-24T07:10:47,2021-03-24T19:32:33,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-03-25,20.8,10.5,15.2,20.8,10.5,15.2,6.8,58.7,0.005,100,4.17,rain,0,0,46.4,27.8,231.8,1012.4,52.3,15.8,197.6,16.9,7,,2021-03-25T07:09:02,2021-03-25T19:33:43,0.43,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-03-26,12,3.5,7.7,12,-3.4,5,6,89.2,0.983,100,62.5,rain,0,0,94.1,67.1,244.6,1006.4,99.3,12.8,26.3,2.3,1,,2021-03-26T07:07:16,2021-03-26T19:34:53,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71752099999,72528014733,KGVQ,KIAG,E5040,72528704724,F7692,KBUF,D2713"
new york state,2021-03-27,13.9,3,6.9,13.9,0.5,5.5,3.8,81.6,0,0,0,,0,0,,16.2,100.8,1018.7,76.8,16,127,10.9,7,,2021-03-27T07:05:30,2021-03-27T19:36:02,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-03-28,13.6,3,7.9,13.6,-2.9,5.1,4.9,81.6,0.801,100,37.5,rain,0,0,61.4,41.8,236.6,1002.5,91.6,14.3,37.4,3.1,2,,2021-03-28T07:03:45,2021-03-28T19:37:12,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-03-29,4,0.9,2.2,-0.5,-5.4,-2.7,-3.9,64.6,0.002,100,4.17,rain,0,0,59.8,34.1,270.8,1019.1,68.9,15.8,186.6,16,8,,2021-03-29T07:01:59,2021-03-29T19:38:21,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-03-30,22.6,0.9,12.3,22.6,-3.1,11,-2.7,39.9,0,0,0,,0,0,57.2,40.1,197,1016.8,41.8,16,239.4,20.5,8,,2021-03-30T07:00:14,2021-03-30T19:39:30,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-03-31,17.6,4.3,10.2,17.6,0.9,8.6,3,65.2,3.542,100,33.33,rain,0,0,49.6,33.9,227,1013.5,90.3,13.6,42.4,3.7,3,,2021-03-31T06:58:29,2021-03-31T19:40:40,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-04-01,3.7,-2.2,0.5,0.2,-8.1,-4.8,-7.4,55.9,0.154,100,16.67,"rain,snow",0,0,48.7,31.9,323.9,1020.6,92.7,15.1,128.3,11.1,6,,2021-04-01T06:56:44,2021-04-01T19:41:49,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-02,3.8,-4.3,-0.4,-0.9,-9.1,-5.4,-13.2,38.1,0,0,0,,0,0,42.2,34.4,326.5,1027.9,13.8,16,246.2,21,8,,2021-04-02T06:55:00,2021-04-02T19:42:58,0.65,Clear,Clear conditions throughout the day.,clear-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-03,8.3,-4.5,2.5,5.6,-8.8,-0.7,-7.4,50.4,0,0,0,,0,0,47.9,27.1,208.6,1026.3,61.5,16,159,13.7,6,,2021-04-03T06:53:16,2021-04-03T19:44:08,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-04,12.3,2.6,7.5,12.3,0.5,6.1,-1.2,55.2,0,0,0,,0,0,,17.7,247.7,1020.8,22.1,15.8,236.5,20.4,8,,2021-04-04T06:51:32,2021-04-04T19:45:17,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-05,14.8,0.9,7.8,14.8,-1.4,7.1,-0.6,58.4,0.719,100,8.33,rain,0,0,,12.9,25.5,1020.6,48,15.9,181.8,15.7,8,,2021-04-05T06:49:49,2021-04-05T19:46:26,0.81,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F3072,D2713"
new york state,2021-04-06,20.4,3,11.6,20.4,1.8,11.2,0.6,53.4,0,0,0,,0,0,,18,86.4,1016.5,58.3,15.9,220.1,19.2,8,,2021-04-06T06:48:06,2021-04-06T19:47:35,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-07,22.6,7.5,14.7,22.6,5.9,14.2,4,51,0.577,100,12.5,rain,0,0,40.7,28.6,60.9,1014.9,44.1,16,232.9,20.3,8,,2021-04-07T06:46:23,2021-04-07T19:48:44,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-08,28,9.7,19.5,26.9,8.4,19.2,5.3,41.7,0,0,0,,0,0,36.7,25.8,113.8,1011.7,35.6,16,221.2,19.3,8,,2021-04-08T06:44:41,2021-04-08T19:49:53,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-09,21.5,14.2,17.3,21.5,14.2,17.3,9.5,60.9,1.923,100,25,rain,0,0,54.5,26.5,172.8,1012.2,74,15.9,97.4,8.3,4,,2021-04-09T06:42:59,2021-04-09T19:51:02,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-10,27,11.8,19.3,26.5,11.8,19.2,7,50.5,0,0,0,,0,0,35.3,18.1,145,1008.3,72.1,16,180.9,15.6,7,,2021-04-10T06:41:18,2021-04-10T19:52:12,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-11,19.9,13.9,16.4,19.9,13.9,16.4,12,76.4,16.639,100,75,rain,0,0,35.3,25.5,128.6,998.8,94.3,13.5,73.3,6.2,4,,2021-04-11T06:39:38,2021-04-11T19:53:21,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-12,13.1,10,11.3,13.1,7.8,11.2,9.4,87.8,1.288,100,37.5,rain,0,0,,17.8,232.3,1005.1,97.3,13.3,103.4,9.3,3,,2021-04-12T06:37:58,2021-04-12T19:54:30,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F3072,D2713"
new york state,2021-04-13,14.4,6.7,10.3,14.4,4.3,9.7,6.8,79.8,0,0,0,,0,0,,20.2,229.5,1017.1,77.3,11.5,178.4,15.5,7,,2021-04-13T06:36:19,2021-04-13T19:55:39,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F3072,D2713"
new york state,2021-04-14,13.3,5.4,8.8,13.3,4,7.8,1.6,61.8,0,0,0,,0,0,47.9,26,215.9,1016.1,43.1,16,240.5,20.8,8,,2021-04-14T06:34:40,2021-04-14T19:56:48,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,E5040,72528704724,KBUF,D2713"
new york state,2021-04-15,8.2,3.8,5.6,7.8,-0.6,2.5,1.4,75.3,4.702,100,66.67,rain,0,0,44.6,31,252.6,1009.4,98.7,15.1,117.9,10.1,5,,2021-04-15T06:33:02,2021-04-15T19:57:57,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-16,6.8,3.8,5.1,3.6,-0.6,1.5,2.2,81.5,4.074,100,54.17,rain,0,0,37.1,24.4,269.1,1007.8,100,14.7,40.6,3.5,1,,2021-04-16T06:31:25,2021-04-16T19:59:06,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-17,8.8,4.3,6.4,6.1,2,4,2.8,78.5,0.268,100,8.33,rain,0,0,31.7,21.9,241.3,1011.2,90.2,15.3,147.6,12.8,6,,2021-04-17T06:29:48,2021-04-17T20:00:16,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-18,12.5,4.7,8.5,12.5,1.6,6.8,3.2,71.1,0,0,0,,0,0,33.5,24,230.8,1011.4,74.6,15,245.1,21.3,10,,2021-04-18T06:28:12,2021-04-18T20:01:25,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-04-19,15.7,4.4,10.5,15.7,2.1,9.5,2.8,62.3,0.278,100,8.33,rain,0,0,62.1,29.5,223.2,1009.7,62.7,15.8,249.4,21.6,9,,2021-04-19T06:26:38,2021-04-19T20:02:34,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-20,9.2,1,5,8.6,-2.6,1.1,0.2,71.9,4.929,100,33.33,"rain,snow",6.3,2.1,48.8,33.3,256.2,1013.8,98.4,15.2,116.7,10.1,5,,2021-04-20T06:25:03,2021-04-20T20:03:43,0.26,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-04-21,2.2,-1.2,0.4,-2.3,-5.8,-4,-3.4,77.5,11.991,100,66.67,"rain,snow",3.8,8,43,27.7,320.5,1013.2,96.9,7.6,91.3,7.9,6,,2021-04-21T06:23:30,2021-04-21T20:04:52,0.31,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-04-22,3.9,-1.7,1.2,-0.5,-7.1,-3.8,-5.2,62.8,0.885,100,4.17,"rain,snow",0,3.1,53.2,37.4,273.8,1014.5,83.7,15.4,127,11,5,,2021-04-22T06:21:58,2021-04-22T20:06:01,0.36,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-04-23,10.9,0,6.4,10.9,-3.9,3.6,-0.4,62.2,0.004,100,4.17,"rain,snow",0,0.2,57.6,36.3,232.5,1015.9,19.9,16,270,23.4,9,,2021-04-23T06:20:27,2021-04-23T20:07:10,0.41,"Snow, Rain",Clear conditions throughout the day with early morning snow or rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-04-24,17.1,6.8,11.5,17.1,3.6,10.4,0.3,48.6,0,0,0,,0,0,37.1,25.1,225.7,1013.7,63,16,263.2,22.7,9,,2021-04-24T06:18:56,2021-04-24T20:08:19,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-04-25,11.2,2.8,8.5,11.2,-1.4,6.3,1.6,63.1,0.538,100,16.67,rain,0,0,48.7,34.1,275.2,1011.3,84.2,14.4,84.4,7.2,4,,2021-04-25T06:17:27,2021-04-25T20:09:28,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-04-26,9.7,1,4.9,8.7,-3.6,2.5,-5.9,47.2,0,0,0,,0,0,31.7,21.8,330.3,1021.9,72.6,16,267.6,23.3,9,,2021-04-26T06:15:59,2021-04-26T20:10:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-04-27,21.1,5.6,14.1,21.1,2.5,13.1,3.2,49.1,0.493,100,12.5,rain,0,0,29.5,20.7,168.2,1013.9,86.9,16,252.5,21.8,8,,2021-04-27T06:14:31,2021-04-27T20:11:45,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-04-28,20.9,11.3,15.3,20.9,11.3,15.3,9.9,71.3,1.889,100,16.67,rain,0,0,49.6,28.9,233.5,1009.6,82.8,16,125.3,10.7,6,,2021-04-28T06:13:05,2021-04-28T20:12:54,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-04-29,13.1,8.3,10.6,13.1,5.5,10.1,8.8,88.5,12.358,100,62.5,rain,0,0,,19.5,16.4,1005.8,100,10.8,36.2,2.9,1,,2021-04-29T06:11:40,2021-04-29T20:14:02,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-04-30,9.3,4.5,7.6,6.4,-1,3.7,2.7,72,2.16,100,41.67,rain,0,0,61.1,40.7,285.4,1006.9,96.1,15.5,69,5.8,4,,2021-04-30T06:10:17,2021-04-30T20:15:10,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-05-01,11.2,2.1,7,11.2,-2.1,4.6,-2.3,53,0.004,100,4.17,rain,0,0,48.4,29.3,254.8,1014.4,55.5,16,292.8,25.1,9,,2021-05-01T06:08:54,2021-05-01T20:16:18,0.63,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-02,18.8,11.7,15,18.8,11.7,15,7,59.3,0.004,100,4.17,rain,0,0,46.5,30.6,231.5,1006.5,68.2,16,188.2,16.4,8,,2021-05-02T06:07:33,2021-05-02T20:17:26,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,E5040,72528704724,KBUF,D2713"
new york state,2021-05-03,18.1,8.7,14.5,18.1,6.4,14.3,9.8,74.1,2.204,100,33.33,rain,0,0,38.9,21.7,58.4,1006.6,94.3,14.8,123.1,10.5,5,,2021-05-03T06:06:13,2021-05-03T20:18:34,0.74,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-05-04,19.1,6.3,12.4,19.1,5.5,11.9,10.4,87.8,1.022,100,29.17,rain,0,0,42.5,25.1,234.5,1004.9,97,9.7,126,10.8,7,,2021-05-04T06:04:54,2021-05-04T20:19:42,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-05-05,11.2,7.2,9.6,11.2,4.2,8.3,6.2,79.6,0.27,100,8.33,rain,0,0,44.3,29.1,280.4,1010.6,97.5,14.2,65.5,5.5,3,,2021-05-05T06:03:36,2021-05-05T20:20:49,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-05-06,11.7,3.7,8.4,11.7,1.1,7,1,61.9,0,0,0,,0,0,31.7,23.3,256.1,1017.9,50.3,16,267.4,23.1,9,,2021-05-06T06:02:20,2021-05-06T20:21:56,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-05-07,8.7,4.9,6.4,6.7,2.1,4.6,3.6,82.6,16.544,100,79.17,rain,0,0,,14.3,35.8,1014.6,93.7,14.5,67.2,5.7,2,,2021-05-07T06:01:06,2021-05-07T20:23:02,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-05-08,11.1,4.3,7.6,11.1,2.5,5.8,4.2,79.9,0,0,0,,0,0,55.2,35.9,248.4,1014.2,85.8,15.7,267.5,23.2,10,,2021-05-08T05:59:53,2021-05-08T20:24:09,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-09,11.1,4.3,7.7,11.1,1.7,6.1,4.1,78.7,3.737,100,25,rain,0,0,33.5,22.3,204.3,1015.2,89.6,15.7,111.3,9.5,4,,2021-05-09T05:58:41,2021-05-09T20:25:15,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-05-10,10.7,5.4,8.5,10.7,3.6,7.4,3.3,70.9,0,0,0,,0,0,49.5,31.8,248.8,1015.5,71.4,15.9,304.5,26.3,9,,2021-05-10T05:57:31,2021-05-10T20:26:20,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-11,9.6,3.1,7,6,0,4,-0.2,60.5,0.886,100,8.33,rain,0,0,55.5,34.8,267.6,1020.1,71.5,15.6,173.5,14.9,6,,2021-05-11T05:56:22,2021-05-11T20:27:25,1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-12,15.1,5.2,9.8,15.1,2.4,8.5,2.9,63.8,0,0,0,,0,0,37.1,23.7,247.7,1025.5,37,16,313.5,27.1,9,,2021-05-12T05:55:15,2021-05-12T20:28:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-13,15.9,4.4,10.8,15.9,2.3,9.9,3.6,64.2,0,0,0,,0,0,25.9,23.8,223.9,1026.2,21.8,16,314.7,27.2,9,,2021-05-13T05:54:10,2021-05-13T20:29:34,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F3072,D2713"
new york state,2021-05-14,18.9,5.4,12.9,18.9,3.2,12.4,2.3,51.9,0,0,0,,0,0,31.3,23.7,221.6,1025.3,11.3,16,313.5,27.1,9,,2021-05-14T05:53:06,2021-05-14T20:30:38,0.03,Clear,Clear conditions throughout the day.,clear-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-15,20.7,6.3,14.5,20.7,4.1,14,0.4,41,0,0,0,,0,0,33.5,24.3,224,1024.3,43.8,16,299.2,25.9,9,,2021-05-15T05:52:04,2021-05-15T20:31:41,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-16,22.1,9.7,15.8,22.1,9.7,15.8,3,44.4,0,0,0,,0,0,,13.4,208.4,1023.6,66.6,16,190.1,16.4,6,,2021-05-16T05:51:03,2021-05-16T20:32:43,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-17,24.3,9.7,17.5,24.3,9.4,17.5,5.3,47.8,0,0,0,,0,0,25.9,19.7,216.9,1024.6,33.3,16,280.3,24.1,10,,2021-05-17T05:50:05,2021-05-17T20:33:45,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-18,24.5,10.1,18.5,24.5,10.1,18.5,6.4,48.1,0,0,0,,0,0,,21,214.5,1026.4,20.7,16,303.5,26.2,9,,2021-05-18T05:49:08,2021-05-18T20:34:46,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-19,29.2,12.7,21.3,27.9,12.7,21.1,8.3,46.1,0,0,0,,0,0,,16,98.3,1027.1,42.9,16,285.5,24.6,8,,2021-05-19T05:48:13,2021-05-19T20:35:46,0.23,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-20,31.5,15.9,24.4,29.9,15.9,23.8,10.4,44.4,0,0,0,,0,0,,16,185.6,1027.8,63.1,16,277.2,23.9,8,,2021-05-20T05:47:20,2021-05-20T20:36:46,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-21,28.8,18.1,23.7,28.1,18.1,23.6,12.1,48.9,0,0,0,,0,0,35.3,24.8,215,1028.8,68.4,16,266.8,23.2,9,,2021-05-21T05:46:28,2021-05-21T20:37:45,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-22,24.2,18.4,20.8,24.2,18.4,20.8,14.6,68.2,0.266,100,4.17,rain,0,0,43.7,28.7,229.2,1024.1,81.1,16,184.9,15.9,8,,2021-05-22T05:45:38,2021-05-22T20:38:43,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-23,23.2,16.6,19.8,23.2,16.6,19.8,14.5,72.2,0,0,0,,0,0,35.3,22.2,237.4,1018.7,74.9,16,162,14,7,,2021-05-23T05:44:51,2021-05-23T20:39:40,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-24,25.3,11.6,18.4,25.3,11.6,18.4,7.3,50.6,0,0,0,,0,0,,20,67.2,1021.9,49.8,16,286.8,24.7,9,,2021-05-24T05:44:05,2021-05-24T20:40:36,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-25,27.8,16.6,22.9,28.9,16.6,23,15.3,63.5,0,0,0,,0,0,47.7,36.3,219.8,1017.2,63.4,16,239.1,20.7,8,,2021-05-25T05:43:21,2021-05-25T20:41:31,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-26,25.8,16.7,22,25.8,16.7,22,15.5,67.7,0.048,100,12.5,rain,0,0,53.4,35.1,227.5,1012.6,83.5,16,150.9,13,7,,2021-05-26T05:42:39,2021-05-26T20:42:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-27,18.2,9.7,14.5,18.2,8,14.5,5.2,55.1,0,0,0,,0,0,33.2,18.3,323.4,1019.1,60.6,16,219.1,18.7,8,,2021-05-27T05:42:00,2021-05-27T20:43:18,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-28,12.7,4.9,7.4,12.7,-0.3,4,3.3,76.1,13.76,100,54.17,rain,0,0,48.5,35.1,48,1018.5,96.7,14.1,28.3,2.6,1,,2021-05-28T05:41:22,2021-05-28T20:44:10,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-05-29,16,6.2,10.7,16,2.5,9.2,2.3,58.8,0.004,100,4.17,rain,0,0,48.4,33.3,49.3,1019.6,84.5,16,164.3,14.3,6,,2021-05-29T05:40:46,2021-05-29T20:45:01,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-30,18.8,6.4,13.5,18.8,5.1,13.2,3.3,52.8,0,0,0,,0,0,38.3,23.9,49.1,1023.6,33.6,16,319.1,27.7,9,,2021-05-30T05:40:12,2021-05-30T20:45:51,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-05-31,19.5,6.1,14.1,19.5,4.4,13.8,5,56.9,0,0,0,,0,0,37,29.4,224.1,1024.9,38.4,16,318.3,27.5,9,,2021-05-31T05:39:41,2021-05-31T20:46:39,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-01,23.4,13.8,18.6,23.4,13.8,18.6,6.5,46.5,0,0,0,,0,0,32.6,23.8,223.1,1023.2,61.9,16,299.6,25.7,9,,2021-06-01T05:39:11,2021-06-01T20:47:26,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
